family,target,arm,layer,alpha,cf_family,n,accuracy,ci_lo,ci_hi,style_only,unscorable,judge_ok,capped,step3_k0,step3_k4
py_tabs,alt,base,0,0.0,,200,0.01,0.003,0.036,0.01,0.1,0.89,0.46,0.01,0.915
py_tabs,alt,alt_top1,10,4.0,,200,0.77,0.707,0.823,0.94,0.02,0.805,0.465,0.01,0.915
py_tabs,alt,alt_top2,20,4.0,,200,0.72,0.654,0.778,0.955,0.03,0.745,0.46,0.01,0.915
py_tabs,nat,nat_top1,20,2.0,,200,0.865,0.811,0.906,0.985,0.01,0.87,0.43,0.755,0.92
py_tabs,nat,nat_top2,4,4.0,,200,0.84,0.783,0.884,0.92,0.075,0.905,0.45,0.755,0.92
operator_spaces,nat,base,0,0.0,,187,0.775,0.71,0.829,0.807,0.155,0.952,0.401,0.754,0.861
operator_spaces,alt,base,0,0.0,,187,0.032,0.015,0.068,0.037,0.155,0.952,0.401,0.091,0.668
operator_spaces,alt,alt_top1,20,2.0,,187,0.476,0.406,0.547,0.513,0.15,0.941,0.487,0.091,0.668
operator_spaces,alt,alt_top2,24,2.0,,187,0.364,0.298,0.435,0.439,0.225,0.861,0.481,0.091,0.668
operator_spaces,nat,nat_top1,12,2.0,,187,0.802,0.739,0.853,0.829,0.123,0.952,0.422,0.754,0.861
operator_spaces,nat,nat_top2,12,4.0,,187,0.765,0.699,0.82,0.797,0.155,0.941,0.449,0.754,0.861
comma_space,nat,base,0,0.0,,192,0.766,0.701,0.82,0.812,0.177,0.927,0.432,0.745,0.839
comma_space,alt,base,0,0.0,,192,0.01,0.003,0.037,0.01,0.177,0.927,0.432,0.005,0.693
comma_space,alt,alt_top1,24,4.0,,192,0.443,0.374,0.513,0.531,0.172,0.792,0.458,0.005,0.693
comma_space,alt,alt_top2,24,2.0,,192,0.385,0.319,0.456,0.453,0.214,0.865,0.453,0.005,0.693
comma_space,nat,nat_top1,8,2.0,,192,0.766,0.701,0.82,0.833,0.161,0.922,0.448,0.745,0.839
comma_space,nat,nat_top2,10,2.0,,192,0.776,0.712,0.829,0.812,0.182,0.943,0.318,0.745,0.839
line_wrap,nat,base,0,0.0,,200,0.01,0.003,0.036,0.01,0.265,0.91,0.51,0.01,0.66
line_wrap,alt,base,0,0.0,,200,0.655,0.587,0.717,0.725,0.265,0.91,0.51,0.685,0.395
line_wrap,alt,alt_top1,8,0.5,,200,0.67,0.602,0.731,0.74,0.255,0.905,0.42,0.685,0.395
line_wrap,alt,alt_top2,12,0.5,,200,0.65,0.582,0.713,0.75,0.25,0.89,0.495,0.685,0.395
line_wrap,nat,nat_top1,24,4.0,,200,0.815,0.755,0.863,0.97,0.02,0.835,0.505,0.01,0.66
line_wrap,nat,nat_top2,24,2.0,,200,0.605,0.536,0.67,0.675,0.12,0.9,0.525,0.01,0.66
blank_lines,nat,base,0,0.0,,142,0.049,0.024,0.098,0.07,0.169,0.796,0.993,0.092,0.563
blank_lines,alt,base,0,0.0,,142,0.627,0.545,0.702,0.761,0.169,0.796,0.993,0.577,0.493
blank_lines,alt,alt_top1,24,2.0,,142,0.683,0.603,0.754,0.796,0.19,0.817,0.993,0.577,0.493
blank_lines,alt,alt_top2,24,4.0,,142,0.676,0.595,0.748,0.866,0.134,0.746,0.993,0.577,0.493
blank_lines,nat,nat_top1,24,4.0,,142,0.57,0.488,0.649,0.746,0.218,0.648,0.986,0.092,0.563
blank_lines,nat,nat_top2,24,2.0,,142,0.549,0.467,0.629,0.648,0.282,0.768,1.0,0.092,0.563
docstring_style,nat,base,0,0.0,,199,0.683,0.616,0.744,0.683,0.266,0.92,0.161,0.719,0.975
docstring_style,alt,base,0,0.0,,199,0.05,0.028,0.09,0.05,0.266,0.92,0.161,0.035,0.97
docstring_style,alt,alt_top1,24,4.0,,199,0.859,0.804,0.901,0.869,0.121,0.935,0.101,0.035,0.97
docstring_style,alt,alt_top2,24,2.0,,199,0.789,0.727,0.84,0.799,0.176,0.92,0.101,0.035,0.97
docstring_style,nat,nat_top1,24,4.0,,199,0.955,0.916,0.976,0.955,0.045,0.965,0.06,0.719,0.975
docstring_style,nat,nat_top2,24,2.0,,199,0.894,0.844,0.93,0.899,0.101,0.95,0.09,0.719,0.975
docstring_quotes,nat,base,0,0.0,,200,0.15,0.107,0.206,0.15,0.825,0.91,0.405,0.125,0.96
docstring_quotes,alt,base,0,0.0,,200,0.025,0.011,0.057,0.025,0.825,0.91,0.405,0.01,0.905
docstring_quotes,alt,alt_top1,24,2.0,,200,0.15,0.107,0.206,0.16,0.83,0.875,0.425,0.01,0.905
docstring_quotes,alt,alt_top2,24,4.0,,200,0.23,0.177,0.293,0.235,0.765,0.905,0.395,0.01,0.905
docstring_quotes,nat,nat_top1,20,2.0,,200,0.185,0.137,0.245,0.19,0.805,0.935,0.44,0.125,0.96
docstring_quotes,nat,nat_top2,10,1.0,,200,0.185,0.137,0.245,0.185,0.8,0.945,0.395,0.125,0.96
comment_case,nat,base,0,0.0,,200,0.22,0.168,0.282,0.245,0.69,0.67,0.4,0.175,0.69
comment_case,alt,base,0,0.0,,200,0.05,0.027,0.09,0.065,0.69,0.67,0.4,0.045,0.575
comment_case,alt,alt_top1,24,2.0,,200,0.26,0.204,0.325,0.335,0.635,0.64,0.415,0.045,0.575
comment_case,alt,alt_top2,24,4.0,,200,0.275,0.218,0.341,0.375,0.6,0.62,0.54,0.045,0.575
comment_case,nat,nat_top1,8,1.0,,200,0.22,0.168,0.282,0.265,0.68,0.69,0.37,0.175,0.69
comment_case,nat,nat_top2,20,1.0,,200,0.205,0.155,0.266,0.235,0.735,0.66,0.395,0.175,0.69
comment_language,nat,base,0,0.0,,200,0.355,0.292,0.423,0.4,0.6,0.755,0.435,0.305,0.63
comment_language,alt,base,0,0.0,,200,0.0,0.0,0.019,0.0,0.6,0.755,0.435,0.0,0.565
comment_language,alt,alt_top1,20,2.0,,200,0.06,0.035,0.102,0.11,0.7,0.47,0.555,0.0,0.565
comment_language,alt,alt_top2,24,0.5,,200,0.01,0.003,0.036,0.025,0.66,0.675,0.435,0.0,0.565
comment_language,nat,nat_top1,24,1.0,,200,0.37,0.306,0.439,0.41,0.59,0.72,0.41,0.305,0.63
comment_language,nat,nat_top2,12,1.0,,200,0.32,0.259,0.388,0.36,0.64,0.725,0.39,0.305,0.63
c_comment_style,nat,base,0,0.0,,200,0.305,0.245,0.372,0.37,0.625,0.86,0.46,0.325,0.885
c_comment_style,alt,base,0,0.0,,200,0.005,0.001,0.028,0.005,0.625,0.86,0.46,0.005,0.775
c_comment_style,alt,alt_top1,24,4.0,,200,0.11,0.074,0.161,0.165,0.755,0.755,0.465,0.005,0.775
c_comment_style,alt,alt_top2,24,2.0,,200,0.03,0.014,0.064,0.05,0.775,0.81,0.405,0.005,0.775
c_comment_style,nat,nat_top1,24,4.0,,200,0.375,0.311,0.444,0.52,0.48,0.795,0.385,0.325,0.885
c_comment_style,nat,nat_top2,20,4.0,,200,0.355,0.292,0.423,0.405,0.595,0.87,0.535,0.325,0.885
sql_keyword_case,nat,base,0,0.0,,200,0.69,0.623,0.75,0.755,0.2,0.73,0.44,0.67,0.885
sql_keyword_case,alt,base,0,0.0,,200,0.02,0.008,0.05,0.045,0.2,0.73,0.44,0.01,0.87
sql_keyword_case,alt,alt_top1,24,2.0,,200,0.245,0.191,0.309,0.32,0.2,0.64,0.555,0.01,0.87
sql_keyword_case,alt,alt_top2,24,4.0,,200,0.29,0.232,0.356,0.365,0.23,0.625,0.47,0.01,0.87
sql_keyword_case,nat,nat_top1,8,4.0,,200,0.68,0.612,0.741,0.79,0.19,0.705,0.505,0.67,0.885
sql_keyword_case,nat,nat_top2,24,4.0,,200,0.76,0.696,0.814,0.87,0.09,0.78,0.535,0.67,0.885
sql_join_style,nat,base,0,0.0,,183,0.82,0.758,0.869,0.847,0.148,0.962,0.197,0.842,0.913
sql_join_style,alt,base,0,0.0,,183,0.005,0.001,0.03,0.005,0.148,0.962,0.197,0.011,0.749
sql_join_style,alt,alt_top1,24,4.0,,183,0.585,0.512,0.654,0.601,0.306,0.929,0.251,0.011,0.749
sql_join_style,alt,alt_top2,20,4.0,,183,0.546,0.474,0.617,0.59,0.191,0.918,0.202,0.011,0.749
sql_join_style,nat,nat_top1,2,0.5,,183,0.82,0.758,0.869,0.842,0.137,0.951,0.197,0.842,0.913
sql_join_style,nat,nat_top2,6,0.5,,183,0.852,0.794,0.897,0.88,0.109,0.973,0.18,0.842,0.913
r_assignment,nat,base,0,0.0,,200,0.785,0.723,0.836,0.915,0.03,0.835,0.49,0.77,0.905
r_assignment,alt,base,0,0.0,,200,0.05,0.027,0.09,0.055,0.03,0.835,0.49,0.06,0.815
r_assignment,alt,alt_top1,24,4.0,,200,0.675,0.607,0.736,0.865,0.085,0.745,0.51,0.06,0.815
r_assignment,alt,alt_top2,24,2.0,,200,0.475,0.407,0.544,0.585,0.06,0.77,0.555,0.06,0.815
r_assignment,nat,nat_top1,24,0.5,,200,0.74,0.675,0.796,0.93,0.015,0.79,0.54,0.77,0.905
r_assignment,nat,nat_top2,24,2.0,,200,0.785,0.723,0.836,0.985,0.01,0.79,0.545,0.77,0.905
rust_question,nat,base,0,0.0,,165,0.703,0.629,0.767,0.745,0.218,0.909,0.267,0.655,0.8
rust_question,alt,base,0,0.0,,165,0.036,0.017,0.077,0.036,0.218,0.909,0.267,0.036,0.594
rust_question,alt,alt_top1,24,2.0,,165,0.115,0.075,0.173,0.133,0.291,0.776,0.267,0.036,0.594
rust_question,alt,alt_top2,24,4.0,,165,0.085,0.051,0.137,0.103,0.552,0.473,0.461,0.036,0.594
rust_question,nat,nat_top1,2,1.0,,165,0.733,0.661,0.795,0.812,0.176,0.909,0.218,0.655,0.8
rust_question,nat,nat_top2,24,1.0,,165,0.721,0.648,0.784,0.776,0.2,0.909,0.2,0.655,0.8
bash_test,nat,base,0,0.0,,200,0.19,0.142,0.25,0.22,0.045,0.9,0.2,0.185,0.87
bash_test,alt,base,0,0.0,,200,0.675,0.607,0.736,0.735,0.045,0.9,0.2,0.675,0.765
bash_test,alt,alt_top1,24,4.0,,200,0.92,0.874,0.95,0.96,0.025,0.95,0.225,0.675,0.765
bash_test,alt,alt_top2,24,2.0,,200,0.875,0.822,0.914,0.925,0.03,0.93,0.21,0.675,0.765
bash_test,nat,nat_top1,24,2.0,,200,0.51,0.441,0.578,0.57,0.1,0.895,0.205,0.185,0.87
bash_test,nat,nat_top2,24,4.0,,200,0.495,0.426,0.564,0.52,0.32,0.91,0.25,0.185,0.87
php_array,nat,base,0,0.0,,193,0.306,0.245,0.374,0.332,0.492,0.803,0.306,0.212,0.42
php_array,alt,base,0,0.0,,193,0.124,0.085,0.178,0.176,0.492,0.803,0.306,0.166,0.58
php_array,alt,alt_top1,24,4.0,,193,0.71,0.642,0.769,0.855,0.124,0.819,0.306,0.166,0.58
php_array,alt,alt_top2,24,2.0,,193,0.596,0.525,0.663,0.715,0.244,0.798,0.29,0.166,0.58
php_array,nat,nat_top1,24,4.0,,193,0.425,0.357,0.495,0.466,0.518,0.819,0.29,0.212,0.42
php_array,nat,nat_top2,8,0.5,,193,0.337,0.274,0.406,0.352,0.487,0.839,0.311,0.212,0.42
