task,position,icl_index,token_role,layer,stable_rank,rank90,participation_ratio
ag_news,icl01/label,1,last_label_token,15,3.7906815773456044,30,5.284842561419898
capitalize_last_letter,icl01/label,1,last_label_token,15,4.721607994740395,38,14.105105985650848
capitalize_second_letter,icl01/label,1,last_label_token,15,7.056237685649402,40,15.396787308721663
commonsense_qa,icl01/label,1,last_label_token,15,4.461791661919144,55,8.567953756231411
country-capital,icl01/label,1,last_label_token,15,11.00296906100519,63,39.42038440271035
english-french,icl01/label,1,last_label_token,15,18.91332433007838,118,77.89229081648368
english-german,icl01/label,1,last_label_token,15,17.38033677308707,120,76.75902839161857
english-spanish,icl01/label,1,last_label_token,15,17.542858745383256,119,74.7845802388879
lowercase_last_letter,icl01/label,1,last_label_token,15,5.927076462117802,40,15.058139076830894
national_parks,icl01/label,1,last_label_token,15,13.167983696940576,41,31.995812863363575
next_capital_letter,icl01/label,1,last_label_token,15,11.680504062071709,40,26.56206550963558
next_item,icl01/label,1,last_label_token,15,8.445839557495677,51,23.902150829114674
park-country,icl01/label,1,last_label_token,15,11.709686587821428,61,35.929713986008366
person-instrument,icl01/label,1,last_label_token,15,2.7169618345626674,15,4.370940157643652
person-occupation,icl01/label,1,last_label_token,15,3.503682464078578,27,7.889370799579984
person-sport,icl01/label,1,last_label_token,15,3.6002115754536375,28,7.269394317666701
present-past,icl01/label,1,last_label_token,15,14.02265436030293,76,50.21699005501895
prev_item,icl01/label,1,last_label_token,15,7.709321621734247,51,24.26344525403848
sentiment,icl01/label,1,last_label_token,15,2.7821536288069315,67,7.017986292509421
singular-plural,icl01/label,1,last_label_token,15,13.48813787085841,66,44.51173607351737
antonym,icl01/label,1,last_label_token,15,25.23412235104476,117,87.74903386826355
capitalize,icl01/label,1,last_label_token,15,15.281600741937783,100,62.93108410271867
capitalize_first_letter,icl01/label,1,last_label_token,15,12.824514037384253,51,32.3456887716534
country-currency,icl01/label,1,last_label_token,15,4.711942470726235,36,13.463076776281442
landmark-country,icl01/label,1,last_label_token,15,11.469986225609928,55,31.38894891438781
lowercase_first_letter,icl01/label,1,last_label_token,15,14.82010560304547,51,31.728791914150808
product-company,icl01/label,1,last_label_token,15,5.195054757140969,30,13.232867244060682
synonym,icl01/label,1,last_label_token,15,23.009833955877554,119,87.69971590310962
word_length,icl01/label,1,last_label_token,15,7.288468917943591,57,18.720667901634442
ag_news,icl01/label,1,last_label_token,16,3.9130696651606485,31,5.354102058513973
capitalize_last_letter,icl01/label,1,last_label_token,16,4.692253176364432,38,13.982233065977214
capitalize_second_letter,icl01/label,1,last_label_token,16,7.0767101669339345,39,15.339841916993347
commonsense_qa,icl01/label,1,last_label_token,16,4.4405020128195645,53,8.380224291611283
country-capital,icl01/label,1,last_label_token,16,11.00025976450536,63,39.2371110141203
english-french,icl01/label,1,last_label_token,16,18.116310907649787,118,77.17909682382945
english-german,icl01/label,1,last_label_token,16,17.078127405519492,119,75.8293798197836
english-spanish,icl01/label,1,last_label_token,16,16.750112442504708,119,72.40104627922699
lowercase_last_letter,icl01/label,1,last_label_token,16,5.786835027910578,37,14.447521880384222
national_parks,icl01/label,1,last_label_token,16,13.182750784075079,41,31.60335293302717
next_capital_letter,icl01/label,1,last_label_token,16,12.500458035737973,40,27.297856493412283
next_item,icl01/label,1,last_label_token,16,8.724999992325117,51,24.69319013384375
park-country,icl01/label,1,last_label_token,16,11.83806860454134,61,36.41912134169765
person-instrument,icl01/label,1,last_label_token,16,2.7033259565077534,15,4.381203113065635
person-occupation,icl01/label,1,last_label_token,16,3.4297175187929447,26,7.740657315458783
person-sport,icl01/label,1,last_label_token,16,3.6581682647822955,29,7.449431215718541
present-past,icl01/label,1,last_label_token,16,13.946858609466435,76,49.953177421203335
prev_item,icl01/label,1,last_label_token,16,7.949116669236129,52,24.983097143317405
sentiment,icl01/label,1,last_label_token,16,2.838618378847798,67,7.2332965917663525
singular-plural,icl01/label,1,last_label_token,16,12.705991765523798,66,43.57220391852611
antonym,icl01/label,1,last_label_token,16,25.582680475179,117,87.79055308206317
capitalize,icl01/label,1,last_label_token,16,15.156711936508266,100,62.59214280973155
capitalize_first_letter,icl01/label,1,last_label_token,16,13.38345226504257,49,31.935372700831305
country-currency,icl01/label,1,last_label_token,16,4.396838205913624,36,12.491958435893324
landmark-country,icl01/label,1,last_label_token,16,11.73949924963283,57,31.75834194208053
lowercase_first_letter,icl01/label,1,last_label_token,16,14.75638208702354,49,30.636617005673774
product-company,icl01/label,1,last_label_token,16,5.239988687372582,31,13.360112504705972
synonym,icl01/label,1,last_label_token,16,22.517898718591844,119,86.97094600314254
word_length,icl01/label,1,last_label_token,16,7.149706797415244,55,18.30019160899405
ag_news,icl01/label,1,last_label_token,17,3.8773997321047564,32,5.50791304399025
capitalize_last_letter,icl01/label,1,last_label_token,17,4.606034545264989,40,13.945269675544907
capitalize_second_letter,icl01/label,1,last_label_token,17,7.283003984773914,42,15.985780078174491
commonsense_qa,icl01/label,1,last_label_token,17,4.40325297087931,53,8.498366290980542
country-capital,icl01/label,1,last_label_token,17,10.241009715650714,62,37.05822507244936
english-french,icl01/label,1,last_label_token,17,17.459214076712897,117,75.09763864285485
english-german,icl01/label,1,last_label_token,17,16.503328744678228,119,72.932540037854
english-spanish,icl01/label,1,last_label_token,17,16.108573518389093,118,69.5262500902313
lowercase_last_letter,icl01/label,1,last_label_token,17,5.700480885782264,38,14.449003568006136
national_parks,icl01/label,1,last_label_token,17,12.747140018544329,42,31.283191293414486
next_capital_letter,icl01/label,1,last_label_token,17,12.44031801456852,44,28.25520068043637
next_item,icl01/label,1,last_label_token,17,8.739790913153543,51,24.949123750154612
park-country,icl01/label,1,last_label_token,17,11.845241366918694,60,36.52482382156831
person-instrument,icl01/label,1,last_label_token,17,2.6510465216732486,14,4.308146289555741
person-occupation,icl01/label,1,last_label_token,17,3.536109865700189,29,8.215856150401802
person-sport,icl01/label,1,last_label_token,17,3.7141842142275325,29,7.588448125192819
present-past,icl01/label,1,last_label_token,17,13.877193384136332,75,49.44782799642194
prev_item,icl01/label,1,last_label_token,17,7.854094658233683,51,24.829229695705976
sentiment,icl01/label,1,last_label_token,17,2.97477813389105,66,7.7809864001887865
singular-plural,icl01/label,1,last_label_token,17,12.664856509496067,65,42.887899681335924
antonym,icl01/label,1,last_label_token,17,25.414776314377796,116,86.79294152981714
capitalize,icl01/label,1,last_label_token,17,14.71332981046822,100,60.76091854008839
capitalize_first_letter,icl01/label,1,last_label_token,17,14.764328913914856,59,35.8708623070727
country-currency,icl01/label,1,last_label_token,17,4.535226913815289,37,12.739186448626908
landmark-country,icl01/label,1,last_label_token,17,11.606560624388766,57,31.797351434750325
lowercase_first_letter,icl01/label,1,last_label_token,17,15.109887332311953,54,32.519970833948555
product-company,icl01/label,1,last_label_token,17,5.196419644650494,31,13.398189123291742
synonym,icl01/label,1,last_label_token,17,21.685852921237476,118,85.27849462335831
word_length,icl01/label,1,last_label_token,17,7.684393014658492,58,19.912053626862683
ag_news,icl01/label,1,last_label_token,18,3.7824230447571936,31,5.502264453359912
capitalize_last_letter,icl01/label,1,last_label_token,18,4.572636806523107,39,13.742967991581358
capitalize_second_letter,icl01/label,1,last_label_token,18,7.298502296189196,41,15.65524395520946
commonsense_qa,icl01/label,1,last_label_token,18,4.39253114046258,51,8.44405866172762
country-capital,icl01/label,1,last_label_token,18,10.195619656305215,61,36.71974569402469
english-french,icl01/label,1,last_label_token,18,17.357327801556306,116,73.83750447534919
english-german,icl01/label,1,last_label_token,18,15.444068094067733,118,68.84001234376949
english-spanish,icl01/label,1,last_label_token,18,15.721324933803853,117,67.95321506132743
lowercase_last_letter,icl01/label,1,last_label_token,18,5.682466695709973,37,14.255925297454285
national_parks,icl01/label,1,last_label_token,18,12.852768337538759,42,31.373315193673783
next_capital_letter,icl01/label,1,last_label_token,18,12.556715305869616,42,28.297132488609712
next_item,icl01/label,1,last_label_token,18,9.174648331646535,51,25.448274028732524
park-country,icl01/label,1,last_label_token,18,11.898763704316089,60,35.96150984861902
person-instrument,icl01/label,1,last_label_token,18,2.6869430623646737,14,4.378691627404236
person-occupation,icl01/label,1,last_label_token,18,3.63653813591513,31,8.617704696233195
person-sport,icl01/label,1,last_label_token,18,3.9168803057355377,31,8.202941102563738
present-past,icl01/label,1,last_label_token,18,13.151502699887459,75,47.99773202053019
prev_item,icl01/label,1,last_label_token,18,8.297025856092386,51,25.757493434943854
sentiment,icl01/label,1,last_label_token,18,3.089276703984495,64,8.147939060442697
singular-plural,icl01/label,1,last_label_token,18,11.977174402716457,65,41.44684002785547
antonym,icl01/label,1,last_label_token,18,24.49981186080187,116,85.26481989500058
capitalize,icl01/label,1,last_label_token,18,14.632314081666777,99,59.04082764124433
capitalize_first_letter,icl01/label,1,last_label_token,18,15.300258043414496,58,35.38500465985881
country-currency,icl01/label,1,last_label_token,18,4.6006659214899575,36,12.81217485749862
landmark-country,icl01/label,1,last_label_token,18,11.40864341345546,57,31.204175544386864
lowercase_first_letter,icl01/label,1,last_label_token,18,14.725050915872835,53,31.559700812268662
product-company,icl01/label,1,last_label_token,18,5.195809308028368,32,13.507253929736347
synonym,icl01/label,1,last_label_token,18,20.9996069733734,118,84.080474222325
word_length,icl01/label,1,last_label_token,18,7.479287755608759,57,19.99516944690038
ag_news,icl01/label,1,last_label_token,19,3.7286941913706,30,5.446386764135079
capitalize_last_letter,icl01/label,1,last_label_token,19,4.586756669939647,40,13.818321406797331
capitalize_second_letter,icl01/label,1,last_label_token,19,7.344891617784304,43,15.818805061111265
commonsense_qa,icl01/label,1,last_label_token,19,4.416575055124198,51,8.473305770438639
country-capital,icl01/label,1,last_label_token,19,10.157866831115017,61,36.559294160598604
english-french,icl01/label,1,last_label_token,19,16.472844668590636,115,70.64864077919026
english-german,icl01/label,1,last_label_token,19,14.907326886226244,117,66.41720173022395
english-spanish,icl01/label,1,last_label_token,19,15.546774128024683,116,64.7916320330147
lowercase_last_letter,icl01/label,1,last_label_token,19,5.624097044902792,36,14.066142514388043
national_parks,icl01/label,1,last_label_token,19,12.729343272625671,43,31.549207923357166
next_capital_letter,icl01/label,1,last_label_token,19,12.151631381408489,43,28.371238042079877
next_item,icl01/label,1,last_label_token,19,9.548604804597097,52,26.084599857478874
park-country,icl01/label,1,last_label_token,19,12.164558738521421,61,36.1455051209338
person-instrument,icl01/label,1,last_label_token,19,2.6479350878515953,14,4.331419517100841
person-occupation,icl01/label,1,last_label_token,19,3.718384036344532,32,8.928930796992278
person-sport,icl01/label,1,last_label_token,19,3.841596879087992,31,8.276416828528934
present-past,icl01/label,1,last_label_token,19,13.296901805334754,75,48.118978527854665
prev_item,icl01/label,1,last_label_token,19,8.653844060298304,51,26.617965387150175
sentiment,icl01/label,1,last_label_token,19,3.2301215650586204,64,8.696937813960933
singular-plural,icl01/label,1,last_label_token,19,11.063387107847044,64,39.28189047390433
antonym,icl01/label,1,last_label_token,19,23.72146156979181,116,84.56995008378344
capitalize,icl01/label,1,last_label_token,19,14.696466633855216,99,58.7825236868059
capitalize_first_letter,icl01/label,1,last_label_token,19,16.27264255721135,62,36.91875980652563
country-currency,icl01/label,1,last_label_token,19,4.617876605136245,36,12.812944665486647
landmark-country,icl01/label,1,last_label_token,19,11.303720820285548,58,31.398596431058806
lowercase_first_letter,icl01/label,1,last_label_token,19,15.01504666835075,57,32.76478019534067
product-company,icl01/label,1,last_label_token,19,5.160556119510558,33,13.652513076595291
synonym,icl01/label,1,last_label_token,19,20.42031733777958,117,83.06455650570535
word_length,icl01/label,1,last_label_token,19,7.657899414257693,59,20.698663129185785
ag_news,icl01/label,1,last_label_token,20,3.7920898375356917,32,5.661020251936576
capitalize_last_letter,icl01/label,1,last_label_token,20,4.677416556703776,44,14.410237220460637
capitalize_second_letter,icl01/label,1,last_label_token,20,7.339158083354819,47,16.388672976188744
commonsense_qa,icl01/label,1,last_label_token,20,4.673398772177411,54,9.203463486498354
country-capital,icl01/label,1,last_label_token,20,10.223872635778372,60,36.04359456273012
english-french,icl01/label,1,last_label_token,20,15.987232156638171,115,68.6436941108852
english-german,icl01/label,1,last_label_token,20,14.435939606234802,117,64.20627049175928
english-spanish,icl01/label,1,last_label_token,20,14.984624949665779,116,63.296802013058645
lowercase_last_letter,icl01/label,1,last_label_token,20,5.757920170566367,38,14.500454080607875
national_parks,icl01/label,1,last_label_token,20,12.305069721836718,45,31.586026823140767
next_capital_letter,icl01/label,1,last_label_token,20,12.390538885541476,48,29.5932088824593
next_item,icl01/label,1,last_label_token,20,9.565632670227917,52,26.299119226579673
park-country,icl01/label,1,last_label_token,20,12.38783566978569,61,36.52220689348494
person-instrument,icl01/label,1,last_label_token,20,2.7433302880176242,15,4.600122629448358
person-occupation,icl01/label,1,last_label_token,20,3.7800224559015305,38,9.457468976635319
person-sport,icl01/label,1,last_label_token,20,3.9114716430817884,30,8.257608113868537
present-past,icl01/label,1,last_label_token,20,13.17360221375683,75,47.80646387230899
prev_item,icl01/label,1,last_label_token,20,8.549113361444306,50,26.332813258144803
sentiment,icl01/label,1,last_label_token,20,3.524025138733313,65,9.804143739059665
singular-plural,icl01/label,1,last_label_token,20,11.103800407806883,64,38.560373127914346
antonym,icl01/label,1,last_label_token,20,22.88063902129137,116,84.31228204332405
capitalize,icl01/label,1,last_label_token,20,14.769581952416942,99,58.22556278447337
capitalize_first_letter,icl01/label,1,last_label_token,20,17.369882186482688,67,38.95587834428986
country-currency,icl01/label,1,last_label_token,20,5.027390282593088,37,13.796526682125073
landmark-country,icl01/label,1,last_label_token,20,11.390401121210308,60,32.231491793586436
lowercase_first_letter,icl01/label,1,last_label_token,20,15.57506730528407,60,34.02650486835568
product-company,icl01/label,1,last_label_token,20,5.317198571693104,35,14.236853354781957
synonym,icl01/label,1,last_label_token,20,20.13616793975797,118,82.7346226342703
word_length,icl01/label,1,last_label_token,20,7.993230863217652,62,22.341065242172824
ag_news,icl02/pre,2,pre_label_token,6,9.786351848414316,89,32.15821688723126
capitalize_last_letter,icl02/pre,2,pre_label_token,6,11.474359843423745,91,40.234128807905904
capitalize_second_letter,icl02/pre,2,pre_label_token,6,8.301863101372724,83,26.40381614838383
commonsense_qa,icl02/pre,2,pre_label_token,6,10.924919626034796,95,34.67058631754726
country-capital,icl02/pre,2,pre_label_token,6,8.711591088950767,76,33.79064281917147
english-french,icl02/pre,2,pre_label_token,6,15.080386606811933,110,59.70413463160108
english-german,icl02/pre,2,pre_label_token,6,15.841967732018274,107,55.98567176848
english-spanish,icl02/pre,2,pre_label_token,6,15.44484988218915,110,58.78446639900041
lowercase_last_letter,icl02/pre,2,pre_label_token,6,12.941149455704021,93,42.905216507949845
national_parks,icl02/pre,2,pre_label_token,6,12.405097234877273,79,38.481545950242506
next_capital_letter,icl02/pre,2,pre_label_token,6,9.864699278342057,88,37.62766112440393
next_item,icl02/pre,2,pre_label_token,6,8.911560609472325,59,23.80844207201728
park-country,icl02/pre,2,pre_label_token,6,11.73215721190458,89,42.26304268093652
person-instrument,icl02/pre,2,pre_label_token,6,4.724343371068645,74,14.922779070649772
person-occupation,icl02/pre,2,pre_label_token,6,7.2961880494861795,82,24.587195800256335
person-sport,icl02/pre,2,pre_label_token,6,7.313768134595507,72,22.981589511220594
present-past,icl02/pre,2,pre_label_token,6,13.530073622999112,88,46.63844477912479
prev_item,icl02/pre,2,pre_label_token,6,8.643312862788164,60,23.721074073687102
sentiment,icl02/pre,2,pre_label_token,6,11.44617108080158,83,32.80843939692914
singular-plural,icl02/pre,2,pre_label_token,6,10.691481438446203,84,41.41028251456999
antonym,icl02/pre,2,pre_label_token,6,18.69072821870838,109,59.63614919658825
capitalize,icl02/pre,2,pre_label_token,6,11.555936267910544,100,43.82274502319621
capitalize_first_letter,icl02/pre,2,pre_label_token,6,11.761416000011582,89,41.4299982142527
country-currency,icl02/pre,2,pre_label_token,6,11.042328613502324,69,32.57347219168794
landmark-country,icl02/pre,2,pre_label_token,6,12.705257913541026,94,43.866112791193714
lowercase_first_letter,icl02/pre,2,pre_label_token,6,13.833801531533565,93,49.233140586770574
product-company,icl02/pre,2,pre_label_token,6,10.76574643841936,80,34.600441229414336
synonym,icl02/pre,2,pre_label_token,6,14.39170901885391,108,54.613179884710924
word_length,icl02/pre,2,pre_label_token,6,9.912994748114246,88,36.4755712067212
ag_news,icl02/pre,2,pre_label_token,7,12.17116098672145,91,36.08770553211273
capitalize_last_letter,icl02/pre,2,pre_label_token,7,11.309147079208913,92,41.798643937062984
capitalize_second_letter,icl02/pre,2,pre_label_token,7,8.242557508866433,85,26.73889850422
commonsense_qa,icl02/pre,2,pre_label_token,7,9.784435373052554,97,34.683428160373126
country-capital,icl02/pre,2,pre_label_token,7,9.129228935227852,76,35.10566663511794
english-french,icl02/pre,2,pre_label_token,7,16.590031006290577,110,59.61903404258635
english-german,icl02/pre,2,pre_label_token,7,14.302936326879154,108,54.65994106828247
english-spanish,icl02/pre,2,pre_label_token,7,15.397570365987248,109,56.54585823369922
lowercase_last_letter,icl02/pre,2,pre_label_token,7,14.719638876178767,95,47.26043583812668
national_parks,icl02/pre,2,pre_label_token,7,11.320821177382427,80,38.44776681701343
next_capital_letter,icl02/pre,2,pre_label_token,7,10.39822393555293,89,39.2714745885166
next_item,icl02/pre,2,pre_label_token,7,7.820395650883575,60,22.31520280297788
park-country,icl02/pre,2,pre_label_token,7,12.063037735877133,90,42.526895115365306
person-instrument,icl02/pre,2,pre_label_token,7,4.806306966417178,76,15.374783797867037
person-occupation,icl02/pre,2,pre_label_token,7,8.057770905627768,84,27.751115912422307
person-sport,icl02/pre,2,pre_label_token,7,8.327879566814167,76,25.987124909941723
present-past,icl02/pre,2,pre_label_token,7,12.65817595570368,88,46.30517917502575
prev_item,icl02/pre,2,pre_label_token,7,7.519500759374923,61,21.759346412029842
sentiment,icl02/pre,2,pre_label_token,7,12.625569443612532,88,38.47117147428221
singular-plural,icl02/pre,2,pre_label_token,7,11.144269615242848,85,42.16187635899347
antonym,icl02/pre,2,pre_label_token,7,17.494416056928173,108,57.453419751567765
capitalize,icl02/pre,2,pre_label_token,7,11.593886672268965,99,43.84709931840352
capitalize_first_letter,icl02/pre,2,pre_label_token,7,12.604008012401405,90,42.70903730016918
country-currency,icl02/pre,2,pre_label_token,7,8.287035979105434,67,27.073326401413805
landmark-country,icl02/pre,2,pre_label_token,7,12.896614534001861,96,45.89523523093784
lowercase_first_letter,icl02/pre,2,pre_label_token,7,15.998533504015063,95,52.91522376833808
product-company,icl02/pre,2,pre_label_token,7,10.641685442805672,82,36.12819157720929
synonym,icl02/pre,2,pre_label_token,7,13.997409515430313,108,54.1741125343984
word_length,icl02/pre,2,pre_label_token,7,10.009885694791897,89,37.48444172322628
ag_news,icl02/pre,2,pre_label_token,8,11.415410690540025,93,35.344029168785646
capitalize_last_letter,icl02/pre,2,pre_label_token,8,10.63189940578034,90,39.1776132254244
capitalize_second_letter,icl02/pre,2,pre_label_token,8,8.596148049653241,85,27.927339636884586
commonsense_qa,icl02/pre,2,pre_label_token,8,8.356487105497992,93,28.20615700028749
country-capital,icl02/pre,2,pre_label_token,8,9.514685207907633,77,37.070597182048644
english-french,icl02/pre,2,pre_label_token,8,16.627778018590806,110,58.943695385637184
english-german,icl02/pre,2,pre_label_token,8,14.223049005940071,110,54.244910749905564
english-spanish,icl02/pre,2,pre_label_token,8,15.539201157500221,111,56.443126453085966
lowercase_last_letter,icl02/pre,2,pre_label_token,8,13.55188868862476,93,44.52388737893274
national_parks,icl02/pre,2,pre_label_token,8,10.920432718097485,80,37.91506588825855
next_capital_letter,icl02/pre,2,pre_label_token,8,9.282002598236211,88,36.59070012395986
next_item,icl02/pre,2,pre_label_token,8,7.8653409312058935,63,23.441458912607526
park-country,icl02/pre,2,pre_label_token,8,12.600901913532912,90,43.42721715634241
person-instrument,icl02/pre,2,pre_label_token,8,5.137950874587546,76,16.577466414241282
person-occupation,icl02/pre,2,pre_label_token,8,7.584076620568317,83,26.97618076408387
person-sport,icl02/pre,2,pre_label_token,8,9.326206711036924,76,27.93583599038742
present-past,icl02/pre,2,pre_label_token,8,11.787886391856663,89,44.590922589248265
prev_item,icl02/pre,2,pre_label_token,8,7.812948970831494,64,23.249387810714733
sentiment,icl02/pre,2,pre_label_token,8,11.718396459373594,90,38.239871582628524
singular-plural,icl02/pre,2,pre_label_token,8,11.715395253469463,85,42.19503645711087
antonym,icl02/pre,2,pre_label_token,8,15.565202585387425,108,54.357125586068385
capitalize,icl02/pre,2,pre_label_token,8,11.019458870503348,99,42.228254878211274
capitalize_first_letter,icl02/pre,2,pre_label_token,8,11.608083845118124,89,40.65993128893874
country-currency,icl02/pre,2,pre_label_token,8,8.093654245148652,68,27.14412912666086
landmark-country,icl02/pre,2,pre_label_token,8,13.139321057844182,96,45.94484362731404
lowercase_first_letter,icl02/pre,2,pre_label_token,8,17.687396789616596,94,52.35411663713035
product-company,icl02/pre,2,pre_label_token,8,11.286963282983145,84,38.58779725960161
synonym,icl02/pre,2,pre_label_token,8,13.461453699626535,107,52.36356954196286
word_length,icl02/pre,2,pre_label_token,8,8.984037571020602,88,34.687646328274695
ag_news,icl02/pre,2,pre_label_token,9,10.779803096786491,94,36.73256457205568
capitalize_last_letter,icl02/pre,2,pre_label_token,9,10.001203795709085,93,38.97532999354285
capitalize_second_letter,icl02/pre,2,pre_label_token,9,8.096627415118055,88,27.218311266213487
commonsense_qa,icl02/pre,2,pre_label_token,9,7.795819655591714,94,26.34867242988848
country-capital,icl02/pre,2,pre_label_token,9,10.816604918028291,81,41.44315471449776
english-french,icl02/pre,2,pre_label_token,9,16.07560552177888,111,55.667119697638505
english-german,icl02/pre,2,pre_label_token,9,12.763785472908106,111,51.79553165778158
english-spanish,icl02/pre,2,pre_label_token,9,14.321902305031948,111,53.627288522487035
lowercase_last_letter,icl02/pre,2,pre_label_token,9,14.222223562881041,98,48.84121289168216
national_parks,icl02/pre,2,pre_label_token,9,12.572108650001597,82,40.9342117899947
next_capital_letter,icl02/pre,2,pre_label_token,9,9.256358993600966,91,35.423270959464894
next_item,icl02/pre,2,pre_label_token,9,8.05919148964206,65,24.089629500363607
park-country,icl02/pre,2,pre_label_token,9,14.643150030427735,92,46.209463021406776
person-instrument,icl02/pre,2,pre_label_token,9,5.5747893976897975,76,17.380299646042786
person-occupation,icl02/pre,2,pre_label_token,9,6.83388105596158,82,24.466741668470515
person-sport,icl02/pre,2,pre_label_token,9,8.719420617160685,76,26.692694333379347
present-past,icl02/pre,2,pre_label_token,9,9.877138477976183,90,40.20368275302732
prev_item,icl02/pre,2,pre_label_token,9,7.216042857144342,66,22.661653400879395
sentiment,icl02/pre,2,pre_label_token,9,11.35391617467344,93,38.542653119465285
singular-plural,icl02/pre,2,pre_label_token,9,12.94025982297377,86,44.90592817147504
antonym,icl02/pre,2,pre_label_token,9,13.405687039905606,107,50.71440905099751
capitalize,icl02/pre,2,pre_label_token,9,11.106342634813624,101,43.13018393706644
capitalize_first_letter,icl02/pre,2,pre_label_token,9,11.359295987511947,92,39.31444062177423
country-currency,icl02/pre,2,pre_label_token,9,8.147500010977154,70,26.95979834007765
landmark-country,icl02/pre,2,pre_label_token,9,11.764662686554312,97,43.81077837367287
lowercase_first_letter,icl02/pre,2,pre_label_token,9,16.981055402671693,98,52.784820445524986
product-company,icl02/pre,2,pre_label_token,9,11.322676204613897,86,38.031389910253345
synonym,icl02/pre,2,pre_label_token,9,13.49660244162776,108,52.98624508248956
word_length,icl02/pre,2,pre_label_token,9,8.866559062899832,89,33.77265330682406
ag_news,icl02/pre,2,pre_label_token,10,11.576220685398436,97,39.818149166249256
capitalize_last_letter,icl02/pre,2,pre_label_token,10,10.579927011706852,96,40.043782294140605
capitalize_second_letter,icl02/pre,2,pre_label_token,10,9.950457411552312,90,31.162440583267404
commonsense_qa,icl02/pre,2,pre_label_token,10,9.001090691725963,98,31.41841064323504
country-capital,icl02/pre,2,pre_label_token,10,12.439081485805614,83,44.167924093909136
english-french,icl02/pre,2,pre_label_token,10,12.228743585765672,110,47.049124401035186
english-german,icl02/pre,2,pre_label_token,10,12.809075746181277,111,49.64060434222783
english-spanish,icl02/pre,2,pre_label_token,10,11.945706788166975,110,47.51357361287397
lowercase_last_letter,icl02/pre,2,pre_label_token,10,14.171686883677957,100,50.012536899653526
national_parks,icl02/pre,2,pre_label_token,10,11.753055418926182,83,40.950630096669194
next_capital_letter,icl02/pre,2,pre_label_token,10,9.607751301443752,95,36.9650883806627
next_item,icl02/pre,2,pre_label_token,10,8.32140331721009,69,25.481708072135458
park-country,icl02/pre,2,pre_label_token,10,14.719587529368438,94,46.64555462328159
person-instrument,icl02/pre,2,pre_label_token,10,6.298687689556706,77,18.800616467005085
person-occupation,icl02/pre,2,pre_label_token,10,7.20317379291347,84,26.669599687566617
person-sport,icl02/pre,2,pre_label_token,10,8.335466041691312,77,27.220643581404712
present-past,icl02/pre,2,pre_label_token,10,8.923791190768554,90,36.69378147180746
prev_item,icl02/pre,2,pre_label_token,10,7.69890808867048,69,24.60062585885409
sentiment,icl02/pre,2,pre_label_token,10,11.230806773735411,94,39.368873256789755
singular-plural,icl02/pre,2,pre_label_token,10,12.285475794058556,87,43.59323298214936
antonym,icl02/pre,2,pre_label_token,10,12.67020637496738,108,50.226357203667305
capitalize,icl02/pre,2,pre_label_token,10,10.47977798398705,101,40.654380101378
capitalize_first_letter,icl02/pre,2,pre_label_token,10,11.272331596845195,94,39.08828344569717
country-currency,icl02/pre,2,pre_label_token,10,8.387602182361828,72,28.497812869200835
landmark-country,icl02/pre,2,pre_label_token,10,12.361904669883526,100,47.185336478300904
lowercase_first_letter,icl02/pre,2,pre_label_token,10,14.05933967553224,100,50.99879879252473
product-company,icl02/pre,2,pre_label_token,10,12.697633254232548,90,41.94193595848415
synonym,icl02/pre,2,pre_label_token,10,11.948733232885886,108,49.33284080729517
word_length,icl02/pre,2,pre_label_token,10,9.65449826631968,91,35.95095628496155
ag_news,icl02/pre,2,pre_label_token,11,12.266924328203675,99,42.58335084320129
capitalize_last_letter,icl02/pre,2,pre_label_token,11,11.69636643157476,97,40.46146426927113
capitalize_second_letter,icl02/pre,2,pre_label_token,11,12.250026943875257,93,35.755779123126615
commonsense_qa,icl02/pre,2,pre_label_token,11,9.653898334270767,100,34.49896826533736
country-capital,icl02/pre,2,pre_label_token,11,12.827593802345534,82,41.879547280961965
english-french,icl02/pre,2,pre_label_token,11,9.862955728557024,108,40.14530797325096
english-german,icl02/pre,2,pre_label_token,11,12.008651464210226,111,45.839007327344
english-spanish,icl02/pre,2,pre_label_token,11,10.52984339241639,109,42.654272232565475
lowercase_last_letter,icl02/pre,2,pre_label_token,11,13.881094182313163,102,50.04034378048311
national_parks,icl02/pre,2,pre_label_token,11,11.8673150884416,83,40.083189678588305
next_capital_letter,icl02/pre,2,pre_label_token,11,10.22506257036361,96,37.865599055176766
next_item,icl02/pre,2,pre_label_token,11,8.195985508123101,71,24.848260409072967
park-country,icl02/pre,2,pre_label_token,11,14.029266852128389,93,44.566950058540236
person-instrument,icl02/pre,2,pre_label_token,11,6.961089679770903,79,20.632422871788105
person-occupation,icl02/pre,2,pre_label_token,11,7.175856308654079,86,26.62255348884389
person-sport,icl02/pre,2,pre_label_token,11,8.913433571863491,79,28.70656855484349
present-past,icl02/pre,2,pre_label_token,11,8.133361825350212,91,32.28901544042564
prev_item,icl02/pre,2,pre_label_token,11,7.627967032568455,72,24.507033369473625
sentiment,icl02/pre,2,pre_label_token,11,10.595143198959322,93,37.71220164319306
singular-plural,icl02/pre,2,pre_label_token,11,10.596912999170728,87,40.83456185533696
antonym,icl02/pre,2,pre_label_token,11,10.540595132808193,107,43.27351754539089
