family,target,arm,layer,alpha,cf_family,n,accuracy,ci_lo,ci_hi,style_only,unscorable,judge_ok,capped,step3_k0,step3_k4
docstring_style,alt,base,0,0.0,,199,0.05,0.028,0.09,0.05,0.266,0.91,0.161,0.035,0.97
docstring_style,alt,alt_top1,24,4.0,,199,0.91,0.862,0.942,0.92,0.07,0.965,0.07,0.035,0.97
docstring_style,alt,alt_top2,24,2.0,,199,0.874,0.821,0.913,0.879,0.101,0.96,0.08,0.035,0.97
docstring_style,nat,nat_top1,24,4.0,,199,0.955,0.916,0.976,0.955,0.045,0.97,0.06,0.719,0.975
docstring_style,nat,nat_top2,24,2.0,,199,0.874,0.821,0.913,0.879,0.121,0.945,0.106,0.719,0.975
docstring_quotes,nat,base,0,0.0,,200,0.15,0.107,0.206,0.15,0.825,0.91,0.405,0.125,0.96
docstring_quotes,alt,base,0,0.0,,200,0.025,0.011,0.057,0.025,0.825,0.91,0.405,0.01,0.905
docstring_quotes,alt,alt_top1,24,4.0,,200,0.11,0.074,0.161,0.135,0.86,0.865,0.445,0.01,0.905
docstring_quotes,alt,alt_top2,24,2.0,,200,0.11,0.074,0.161,0.11,0.825,0.88,0.42,0.01,0.905
docstring_quotes,nat,nat_top1,24,2.0,,200,0.24,0.186,0.304,0.245,0.755,0.93,0.445,0.125,0.96
docstring_quotes,nat,nat_top2,24,1.0,,200,0.2,0.15,0.261,0.2,0.795,0.94,0.375,0.125,0.96
comment_case,nat,base,0,0.0,,200,0.22,0.168,0.282,0.245,0.69,0.66,0.4,0.175,0.69
comment_case,alt,base,0,0.0,,200,0.045,0.024,0.083,0.065,0.69,0.66,0.4,0.045,0.575
comment_case,alt,alt_top1,24,2.0,,200,0.28,0.222,0.346,0.345,0.62,0.65,0.425,0.045,0.575
comment_case,alt,alt_top2,24,1.0,,200,0.235,0.182,0.298,0.29,0.62,0.675,0.565,0.045,0.575
comment_case,nat,nat_top1,24,2.0,,200,0.205,0.155,0.266,0.245,0.7,0.695,0.36,0.175,0.69
comment_case,nat,nat_top2,24,0.5,,200,0.205,0.155,0.266,0.245,0.72,0.635,0.38,0.175,0.69
comment_language,nat,base,0,0.0,,200,0.35,0.287,0.418,0.4,0.6,0.725,0.435,0.305,0.63
comment_language,alt,base,0,0.0,,200,0.0,0.0,0.019,0.0,0.6,0.725,0.435,0.0,0.565
comment_language,alt,alt_top1,24,1.0,,200,0.055,0.031,0.096,0.1,0.71,0.51,0.49,0.0,0.565
comment_language,alt,alt_top2,24,2.0,,200,0.06,0.035,0.102,0.12,0.74,0.535,0.49,0.0,0.565
comment_language,nat,nat_top1,24,1.0,,200,0.365,0.301,0.434,0.415,0.585,0.73,0.41,0.305,0.63
comment_language,nat,nat_top2,24,2.0,,200,0.28,0.222,0.346,0.34,0.66,0.665,0.415,0.305,0.63
c_comment_style,nat,base,0,0.0,,200,0.3,0.241,0.367,0.37,0.625,0.86,0.46,0.325,0.885
c_comment_style,alt,base,0,0.0,,200,0.005,0.001,0.028,0.005,0.625,0.86,0.46,0.005,0.775
c_comment_style,alt,alt_top1,24,4.0,,200,0.13,0.09,0.184,0.22,0.72,0.715,0.36,0.005,0.775
c_comment_style,alt,alt_top2,24,2.0,,200,0.045,0.024,0.083,0.075,0.76,0.8,0.405,0.005,0.775
c_comment_style,nat,nat_top1,24,4.0,,200,0.395,0.33,0.464,0.55,0.45,0.795,0.37,0.325,0.885
c_comment_style,nat,nat_top2,24,1.0,,200,0.37,0.306,0.439,0.425,0.575,0.87,0.51,0.325,0.885
sql_keyword_case,nat,base,0,0.0,,200,0.675,0.607,0.736,0.755,0.2,0.725,0.44,0.67,0.885
sql_keyword_case,alt,base,0,0.0,,200,0.02,0.008,0.05,0.045,0.2,0.725,0.44,0.01,0.87
sql_keyword_case,alt,alt_top1,24,4.0,,200,0.27,0.213,0.335,0.405,0.195,0.585,0.54,0.01,0.87
sql_keyword_case,alt,alt_top2,24,2.0,,200,0.275,0.218,0.341,0.305,0.235,0.66,0.495,0.01,0.87
sql_keyword_case,nat,nat_top1,24,4.0,,200,0.685,0.618,0.745,0.805,0.18,0.72,0.45,0.67,0.885
sql_keyword_case,nat,nat_top2,24,1.0,,200,0.71,0.644,0.768,0.845,0.12,0.74,0.54,0.67,0.885
sql_join_style,nat,base,0,0.0,,183,0.82,0.758,0.869,0.847,0.148,0.962,0.197,0.842,0.913
sql_join_style,alt,base,0,0.0,,183,0.005,0.001,0.03,0.005,0.148,0.962,0.197,0.011,0.749
sql_join_style,alt,alt_top1,24,4.0,,183,0.585,0.512,0.654,0.617,0.29,0.923,0.24,0.011,0.749
sql_join_style,alt,alt_top2,24,2.0,,183,0.415,0.346,0.488,0.464,0.219,0.929,0.213,0.011,0.749
sql_join_style,nat,nat_top1,24,1.0,,183,0.836,0.776,0.883,0.858,0.142,0.962,0.18,0.842,0.913
sql_join_style,nat,nat_top2,24,0.5,,183,0.863,0.806,0.906,0.885,0.115,0.973,0.175,0.842,0.913
r_assignment,nat,base,0,0.0,,200,0.74,0.675,0.796,0.915,0.03,0.79,0.49,0.77,0.905
r_assignment,alt,base,0,0.0,,200,0.05,0.027,0.09,0.055,0.03,0.79,0.49,0.06,0.815
r_assignment,alt,alt_top1,24,4.0,,200,0.71,0.644,0.768,0.925,0.05,0.735,0.48,0.06,0.815
r_assignment,alt,alt_top2,24,2.0,,200,0.68,0.612,0.741,0.87,0.045,0.74,0.555,0.06,0.815
r_assignment,nat,nat_top1,24,0.5,,200,0.765,0.702,0.818,0.96,0.015,0.79,0.5,0.77,0.905
r_assignment,nat,nat_top2,24,1.0,,200,0.775,0.712,0.827,0.985,0.01,0.78,0.555,0.77,0.905
rust_question,nat,base,0,0.0,,165,0.703,0.629,0.767,0.745,0.218,0.909,0.267,0.655,0.8
rust_question,alt,base,0,0.0,,165,0.036,0.017,0.077,0.036,0.218,0.909,0.267,0.036,0.594
rust_question,alt,alt_top1,24,4.0,,165,0.758,0.687,0.817,0.879,0.085,0.83,0.461,0.036,0.594
rust_question,alt,alt_top2,24,2.0,,165,0.636,0.561,0.706,0.764,0.097,0.836,0.412,0.036,0.594
rust_question,nat,nat_top1,24,1.0,,165,0.752,0.68,0.811,0.818,0.176,0.915,0.242,0.655,0.8
rust_question,nat,nat_top2,24,2.0,,165,0.709,0.636,0.773,0.77,0.212,0.903,0.212,0.655,0.8
bash_test,nat,base,0,0.0,,200,0.2,0.15,0.261,0.22,0.045,0.905,0.2,0.185,0.87
bash_test,alt,base,0,0.0,,200,0.67,0.602,0.731,0.735,0.045,0.905,0.2,0.675,0.765
bash_test,alt,alt_top1,24,4.0,,200,0.94,0.898,0.965,0.98,0.01,0.955,0.215,0.675,0.765
bash_test,alt,alt_top2,24,1.0,,200,0.84,0.783,0.884,0.885,0.045,0.935,0.2,0.675,0.765
bash_test,nat,nat_top1,24,2.0,,200,0.785,0.723,0.836,0.865,0.065,0.9,0.21,0.185,0.87
bash_test,nat,nat_top2,24,4.0,,200,0.815,0.755,0.863,0.87,0.105,0.935,0.26,0.185,0.87
php_array,nat,base,0,0.0,,193,0.301,0.24,0.369,0.332,0.492,0.793,0.306,0.212,0.42
php_array,alt,base,0,0.0,,193,0.135,0.094,0.19,0.176,0.492,0.793,0.306,0.166,0.58
php_array,alt,alt_top1,24,4.0,,193,0.699,0.631,0.76,0.943,0.047,0.731,0.285,0.166,0.58
php_array,alt,alt_top2,24,2.0,,193,0.694,0.626,0.755,0.865,0.124,0.793,0.301,0.166,0.58
php_array,nat,nat_top1,24,4.0,,193,0.425,0.357,0.495,0.482,0.518,0.813,0.409,0.212,0.42
php_array,nat,nat_top2,24,1.0,,193,0.42,0.352,0.49,0.461,0.508,0.839,0.347,0.212,0.42
