token_role,task,task_group,point_type,x_fv_pc1_raw_dot,y_activation_pc1_raw_dot,prompt_index,query_source_index,query_input,query_output,demo_source_index,demo_input,demo_output,token_position,token_text,token_label
pre_label_token,ag_news,train,activation,-3.7266488075256348,-22.387704849243164,87,3075,"Basayev Claims Responsibility for Beslan School Hostage Siege A Chechen rebel commander has claimed responsibility for the school hostage siege in southern Russia earlier this month, during which more than 320 hostages were killed, half of them children.",World,2600,"PRESS START FOR NOSTALGIA Like Led Zeppelin #39;s  #39; #39;Stairway to Heaven #39; #39; and Lynyrd Skynyrd #39;s  #39; #39;Freebird, #39; #39; classic video games like Frogger and Pong can bring back an entire era.",Science,651,:,predictive_token
pre_label_token,ag_news,train,activation,-2.7317256927490234,-22.175186157226562,88,1328,"SEC Charges Hollinger's Black with Fraud   WASHINGTON (Reuters) - U.S. regulators filed fraud charges  on Monday against former Hollinger International Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HLR.N target=/stocks/quickinfo/fullquote""&gt;HLR.N&lt;/A&gt;  Chairman Conrad Black and his deputy, David Radler, moving to  bar the two from serving as officers of a public company.",Business,3824,Change on the money One day after National Hockey League executive vice president and chief legal officer Bill Daly accused the NHL Players Association of engaging  quot;in a charade quot; with regards to negotiating a collective bargaining agreement -- and believes the start of the 2004-05 season is in jeopardy because the union wants to keep status quo -- Bruins owner Jeremy Jacobs said there's ...,Sports,728,:,predictive_token
pre_label_token,ag_news,train,activation,-2.257460117340088,-22.618873596191406,89,537,"Skybox updates risk management wares BOSTON - New software from Skybox Security will help companies monitor their networks and comply with U.S. federal and state data security regulations, and even help them prepare networks for dangerous new Internet worms, according to the company.",Science,1751,PLO chief holds landmark talks in Damascus A high-ranking Palestinian Liberation Organization delegation led by Chairman Mahmoud Abbas held landmark talks with the Syrian leaders in Damascus Monday.,World,596,:,predictive_token
pre_label_token,ag_news,train,activation,-3.1751904487609863,-21.60483169555664,90,4242,"Committee Recommends Abusive Clergy Ban (AP) AP - A committee overseeing a review of the child protection plan adopted by Roman Catholic bishops has recommended preserving a ban on church work for clerics who molest young people, according to a document the panel has sent to all U.S. bishops.",World,910,"Astronomers Spot Monster Collision of Galaxies (Reuters) Reuters - If you think Earth is a mess,\consider the turmoil in the constellation Hydra, where\astronomers have spotted two monster galactic clusters slamming\together in one of the biggest collisions ever recorded.",Science,564,:,predictive_token
pre_label_token,ag_news,train,activation,-3.9151830673217773,-21.959678649902344,91,2099,Australia conquer their final frontier Adam Gilchrist boldly went where no Australian captain since Bill Lawry has gone before at the VCA Stadium in Nagpur yesterday. His team #39;s 342-run win gave them an invincible 2-0,Sports,137,Journalist: I just kept talking BAGHDAD - Iraqi militants threatened to kill an Australian journalist and interrogated him for more than 20 hours after kidnapping him outside a Baghdad hotel.,World,628,:,predictive_token
pre_label_token,ag_news,train,activation,-3.2899112701416016,-22.28668975830078,92,3204,"Iran agrees to nuclear enrichment freeze -diplomats Iran has agreed to suspend its uranium enrichment programme in an attempt to ease concerns that its nuclear programme is aimed at developing weapons, a Western diplomat close to the United Nations said today.",World,454,IMF urged to assist countries in prevention of financial crisis Developing countries on Friday urged the International Monetary Fund (IMF to develop effective lending facilities to assist countries in the prevention of financial crisis.,Business,520,:,predictive_token
pre_label_token,ag_news,train,activation,-3.339261054992676,-21.611278533935547,93,4365,"Ya #39;alon: IDF is in advanced stages of preparation for Gaza pullout The army is in a very advanced stage of preparations for a withdrawal from the Gaza Strip and four small West Bank settlements in 2005, Israel Defense Forces Chief of Staff, Lieutenant",World,2169,NFL Suspends Seattle Receiver Four Games (AP) AP - Seattle receiver Koren Robinson was suspended without pay Monday for the next four games for violating the NFL's substance-abuse policy.,Sports,547,:,predictive_token
pre_label_token,ag_news,train,activation,-3.9448530673980713,-22.045873641967773,94,2966,Schilling will not start Game 5 of ALCS That #39;s the state of the Boston Red Sox pitching rotation after Schilling was scratched from his scheduled Game 5 start because of a sore ankle.,Sports,3773,"Genesis Set for Return to Earth Meteors are unpredictable. You never know, not exactly, when one will streak across the sky. Not so on Wednesday, September 8th. At precisely 8:52:46 a.m. Pacific Daylight Time (PDT), northwest of Bend, Oregon, a fireball will appear: a white-hot dot of light, brighter than the planet Venus, gliding across the blue morning sky.",Science,598,:,predictive_token
pre_label_token,ag_news,train,activation,-2.894941806793213,-22.43821907043457,95,3834,"Google blows search into another universe Already the search tool so popular its name has become a verb, Google has been quietly adding important features in the background since it became a public company.",Science,3993,"TOMPKINS: Young Brit who fought here has shot at gold Great Britain #39;s Amir Khan, who looked so impressive in winning the 132-pound championship at the Junior International Invitational Boxing Championships here last summer, has a chance for an Olympic gold medal in the lightweight division today.",Sports,632,:,predictive_token
pre_label_token,ag_news,train,activation,-3.0775468349456787,-22.722314834594727,96,1607,"MetroPCS obtains Cingular air com November 29, 2004, 8:33 AM PT. Wired  amp; Wireless continues its reign as the top IT priority among IT managers due to widespread IP telephony deployment and other network infrastructure upgrades.",Business,2467,"Panis to Retire from Formula One at End of 2004  LONDON (Reuters) - France's Olivier Panis will retire from  Formula One at the end of the 2004 season, his team Toyota said  on Thursday.",Sports,562,:,predictive_token
pre_label_token,ag_news,train,activation,-2.4245004653930664,-20.488386154174805,97,4562,"UK: GTA San Andreas Sells One Mi According to the ELSPA, GTA: San Andreas has become the fastest selling video game of all time in the UK. They claim that the title has sold more than one million units in just nine days.",Science,819,"Senate Resolves Corporate Tax Bill Delay Sen. Mary Landrieu, D-La., is shown in Washington in this Nov. 11, 2003, file photo. Known as one of the Senate #39;s more moderate Democrats, Landrieu undertook a fiery defense Sunday, Oct. 10, 2004, of military",Business,704,:,predictive_token
pre_label_token,ag_news,train,activation,-3.5146336555480957,-22.504316329956055,98,415,Mosque set on fire in Netherlands A Dutch mosque is set on fire in what appears to be the latest attack on the Muslim community.,World,3928,Darfur peace talks inch forward despite deadlock over security ABUJA (AFP) - African Union mediators met separately with Sudanese government envoys and the leaders of the uprising in the strife-torn region of Darfur in a bid to hammer out a deal on demilitarising the conflict.,World,563,:,predictive_token
pre_label_token,ag_news,train,activation,-2.6188907623291016,-18.888599395751953,99,3065,"A win worth a Calypso or two London, September 26: Just the way the Brazil is synonymous with soccer and Tom with Jerry, West Indies cricket has always been synonymous with fast bowlers, with batsmen who had more flair than wood in their willows; and with calypso.",Sports,1970,AOL's Viral Marketing America Online will now provide gratis antivirus protection to its subscribers.,Business,617,:,predictive_token
pre_label_token,ag_news,train,activation,-1.6208029985427856,-20.85133934020996,100,3823,Jury calls WTC attack two events Silverstein had hoped the 11-member jury would determine that the language of the insurance policy treated the attacks as two occurrences.,Business,1537,Greek weightlifter awaits verdict Greek weightlifter Leonidas Sampanis will find out on Sunday if he is to be stripped of his medal.,World,576,:,predictive_token
pre_label_token,ag_news,train,activation,-3.250775098800659,-23.170490264892578,101,891,"Iraq #39;s Sunni-Shiite tension rising The killing of two Sunni clerics earlier this week could be part of a slide toward sectarian civil war, analysts say. By Howard LaFranchi  Staff writer of The Christian Science Monitor.",World,4012,Track heads in the right direction RENAULT #39;S Formula One team boss Flavio Briatore paid the Shanghai International Circuit the greatest compliment when he said yesterday:  #39;It #39;s going to be difficult to beat this one.,Sports,560,:,predictive_token
pre_label_token,ag_news,train,activation,-1.9830818176269531,-21.80847930908203,102,2771,"Sorenstam wins Hammons Classic Annika Sorenstam won her fifth LPGA Tour event of the year, closing with a 1-under 70 Sunday for a four-shot victory at the John Q. Hammons Classic.",Sports,65,"Advanced Micro Devices meets reduced forecast for third quarter SAN FRANCISCO - Advanced Micro Devices Inc. reported a third-quarter profit from a loss a year-earlier on today, but sales fell from the second quarter in line with the chip maker #39;s recently reduced outlook.",Business,557,:,predictive_token
pre_label_token,ag_news,train,activation,-2.6351513862609863,-21.759868621826172,103,3061,"Three jockeys, one trainer arrested LONDON -- British police arrested 16 people, including three jockeys and a trainer, Wednesday as part of a major crackdown on corruption in horse racing.",Sports,4200,"Nextel, Sprint Talk Merger Nextel Communications Inc. and Sprint Corp. are negotiating a possible merger, according to a source familiar with the discussions.",Science,640,:,predictive_token
pre_label_token,ag_news,train,activation,-2.7708799839019775,-23.23685073852539,104,2275,"Put RSS Feeds On Your Web Page Put RSS Feeds On Your Web Page\\If you're interested in putting RSS feeds on your Web page but you don't have a lot of server/programming expertise, you might want to try the RSS Digest tool at http://www.bigbold.com/rssdigest/ . This tools has some nice extras on it, though at the moment ...",Science,64,"Cards won #39;t overlook Dodgers The last time Tony La Russa managed a postseason series against the Dodgers, his club was an Oakland juggernaut that dominated the regular season with 104 victories.",Sports,694,:,predictive_token
pre_label_token,ag_news,train,activation,-3.140615940093994,-21.85631561279297,105,3152,"Optimism Drives Google Shares to New Highs (Reuters) Reuters - Stock of Google Inc.  powered\to new highs on Friday, buoyed by the web search leader's new\products and growth prospects, which complement its recent\strong financial results, analysts said.",Science,2266,"AOL Shuns Microsoft Anti-Spam Technology Add America Online Inc. to the growing list of companies and organizations shunning a spam-fighting proposal from Microsoft Corp. AOL cited  quot;tepid support quot; for Microsoft #39;s so-called Sender ID technology, which",Science,586,:,predictive_token
pre_label_token,ag_news,train,activation,-3.157616138458252,-22.353336334228516,106,487,"Kerry Says He's in a 'Fighting Mood' (AP) AP - Democratic Sen. John Kerry said Saturday he's in ""fighting mood"" with two months to go to the presidential as his allies defended him from questions about his valor in Vietnam.",World,2460,Peter Griffin: A9.com makes searching personal I #39;ve really taken to A9.com. It #39;s almost as if this new player in the search engine game has been built specifically for me.,Science,605,:,predictive_token
pre_label_token,ag_news,train,activation,-2.792620897293091,-22.87741470336914,107,1921,The Hunt for a Hybrid The Aug. 23 front-page article on the Toyota Prius vs. the Honda Civic implied that the main reason people prefer the Prius was its  quot;geek-chic look quot; and the image buyers want.,Business,4830,"This could be the week for a Patriots loss The New England Patriots might be like no other powerhouse in NFL history. They almost never dominate, they just always win -- a record 21 victories in a row including the postseason, 18 straight in the regular season.",Sports,598,:,predictive_token
pre_label_token,ag_news,train,activation,-4.8976922035217285,-25.260635375976562,108,3762,Els Eases Into Final Defending champion Ernie Els beat Padraig Harrington 5 and 4 yesterday to move into the final of the World Match Play Championship.,Sports,1594,"Verizon Wireless Buys NextWave Licenses (NewsFactor) NewsFactor - Verizon Wireless is adding to its considerable spectrum holdings with the proposed acquisition of airwaves owned by NextWave Telecom. Under terms of the agreement, Verizon will pay US #36;3 billion for NextWave's PCS spectrum licenses in 23 U.S. markets.",Science,585,:,predictive_token
pre_label_token,ag_news,train,activation,-3.3535866737365723,-22.575759887695312,109,2148,"3 police officials charged over Beslan siege ROSTOV-ON-DON, RUSSIA - Three Russian police officers have been charged with criminal negligence in connection with the Beslan school hostage-taking that left 360 people dead, almost half of them children.",World,3710,"Citrix buying VPN company Net6 for \$50 million BOSTON - Citrix Systems is buying Net6, a privately-held maker of SSL (Secure Socket Layer) VPN (Virtual Private Network) technology, for \$50 million cash, Citrix said Tuesday.",Science,635,:,predictive_token
pre_label_token,ag_news,train,activation,-3.2542595863342285,-21.816204071044922,110,5072,Stanford picked to win much-improved Pac-10 Tara VanDerveer stepped to the dais at the Pacific-10 Conference women #39;s basketball media day Tuesday and was asked to make an opening comment.,Sports,3292,USC Releases Stewart From Scholarship (AP) AP - Southern California point guard Rodrick Stewart was granted a release from his basketball scholarship Friday.,Sports,519,:,predictive_token
pre_label_token,ag_news,train,activation,-2.729581356048584,-21.88321876525879,111,2589,"Diverted London Airliner Given All-Clear A police search concluded there was no threat to a New York-bound Greek airliner forced to make an emergency landing in Britain following a bomb threat that mentioned Iraq, officers said Monday.",World,4583,"Microsoft settles antitrust cases with Novell, CCIA Microsoft Corp on Monday announced antitrust settlements with Novell Inc. and the Computer and Communications Industry Association (CCIA), ending years of legal wrangling.",Science,542,:,predictive_token
pre_label_token,ag_news,train,activation,-3.546419620513916,-23.079795837402344,112,4803,"Indy 500 qualifying changes aimed at regaining interest INDIANAPOLIS - The Indianapolis 500 will return to four days of qualifying for next year #39;s race, but with a new format of bumping on each day.",Sports,2033,Blair builds Atlantic bridge Tony Blair last night put worldwide political and human rights at the centre of his hopes to revitalise the United Nations and bring the United States and Europe closer together again in pursuit of global democracy.,World,603,:,predictive_token
pre_label_token,ag_news,train,activation,-2.554497480392456,-21.239635467529297,113,1983,"India desperate for jobs, infrastructure despite economic boom (AFP) AFP - Despite India's economic boom in software and outsourcing services, economists have warned the government needs more reforms to create jobs in manufacturing to cut poverty.",World,556,"Sun looks for props with new server, storage hardware Sun Microsystems will hold its quarterly product launch this week, unleashing a raft of new hardware offerings spanning servers to storage.",Science,586,:,predictive_token
pre_label_token,ag_news,train,activation,-3.972529888153076,-23.72927474975586,114,4287,Rijkaard - has suffered Edmilson blow Barcelona have been stunned by the news that Brazilian centre-half Edmilson will be out of action for at least six months with a knee injury.,Sports,4407,Taiwan votes on leaner parliament A vote is due to be held in Taiwan on plans to halve the number of seats in the island's famously heated legislature.,World,649,:,predictive_token
pre_label_token,ag_news,train,activation,-2.797492742538452,-21.767105102539062,115,3610,"Skulls on your Symbian phone? Don #39;t panic! PETALING JAYA: Virus experts at British software security firm Sophos Plc have advised customers not to panic, following media reports of a Trojan horse which infects cellphones.",Science,4449,Football Association charges Bolton striker over spitting incident Bolton striker El-Hadji Diouf was cited for improper conduct by the Football Association on Monday after spitting in the face of an opponent.,Sports,534,:,predictive_token
pre_label_token,ag_news,train,activation,-4.087904930114746,-23.511943817138672,116,282,ROSSI CELEBRATES IN STYLE Valentino Rossi hailed an  quot;unbelievable quot; season after celebrating his fourth world championship with victory in Valencia.,Sports,2452,Allergan to axe 325 Westport jobs The county #39;s largest employer said the jobs losses at its Westport plant occurred following the spin off of Allergan #39;s optical medical device business to Advanced Medical Optics (AMO).,Business,600,:,predictive_token
pre_label_token,ag_news,train,activation,-2.664057970046997,-22.18310546875,117,2279,"Princess Diana Fountain to Close Again (AP) AP - It has been fenced in, clogged with leaves, overrun with visitors and even used as a dog bath. Now the Princess Diana memorial fountain is to close again to replace surrounding grass that has become sodden with splashing water, park officials said Tuesday.",World,3387,"Surprise Chargers #39; air power changing Marty #39;s stripes KANSAS CITY, Mo. -- The San Diego Chargers players couldn #39;t quite believe what they were hearing, nor would many in the crowd at Arrowhead Stadium if they were privy to it.",Sports,575,:,predictive_token
pre_label_token,ag_news,train,activation,-3.8300490379333496,-22.55986785888672,118,5160,European Tour hopes still high in Canada Hopes of another European Tour victory on the US PGA Tour remained high as Jesper Parnevik and Vijay Singh enjoyed a share of second place after the third round of the Bell Canadian Open at the Glen Abbey course in Ontario.,Sports,219,"Netopia to Restate Results (Reuters) Reuters - Netopia Inc.  a maker of\networking gear, on Thursday said its auditor KPMG LLP\resigned, and said it will restate two years of results and\revise the results in its most recent fiscal quarter.",Science,552,:,predictive_token
pre_label_token,ag_news,train,activation,-3.1586368083953857,-23.746309280395508,119,3110,"Delta Air Lines Prepares Chapter 11 Filing Delta Air Lines Inc. could file for Chapter 11 bankruptcy protection as soon as next week, a source familiar with the matter said yesterday.",Business,2344,"4 US soldiers killed in roadside bomb attack; coalition steps up &lt;b&gt;...&lt;/b&gt; Roadside bombings killed four American soldiers in Baghdad, the US command said Wednesday, as US and Iraqi troops stepped up pressure on Sunni insurgents before this week #39;s start of the Islamic holy month of Ramadan.",World,602,:,predictive_token
pre_label_token,ag_news,train,activation,-3.2714922428131104,-23.073026657104492,120,3482,"PM welcomes EU partnership Prime Minister Manmohan Singh arrived in the Hague last night to participate in the India-European summit.  quot;In recognition of Indias growing stature and influence, the EU has proposed a strategic partnership with India.",Business,426,"Verity, ClearForest add structure to data Verity this week will unwrap a software add-on to its search system, designed to make unstructured content more usable in corporate applications. The announcement follows activity from ClearForest, which last month introduced Version 6.0 of its Text Analytics platform for systematically structuring unstructured data so it can be processed with enterprise data in business intelligence systems.",Science,623,:,predictive_token
pre_label_token,ag_news,train,activation,-3.9586949348449707,-24.036834716796875,121,269,"Jet-Lagged Clarke Tied for Lead in Japan  GOTEMBA, Japan (Reuters) - Britain's Darren Clarke shook  off the effects of jet-lag and a hectic schedule to fire a  six-under-par 66 for a share of the first-round lead at the  Taiheiyo Masters Thursday.",Sports,2521,"Shock Jock Group Boosts Satellite Radio Profile When radio shock jocks Opie and Anthony considered their next career move after two firings in four years, the twisted twosome was ready to feign rehabilitation. Or at least that was the plan when they sat down with satellite radio executives.",Science,606,:,predictive_token
pre_label_token,ag_news,train,activation,-4.137691497802734,-22.75208282470703,122,3277,Magnificent Manning Sets Another Record  HOUSTON (Sports Network) - Indianapolis Colts quarterback  Peyton Manning threw two touchdown passes in the first quarter  of Sunday's game against the Houston Texans at Reliant Stadium  to set an NFL record for most consecutive games with multiple  TD throws.,Sports,2978,Regional Home Price Drop Possible  WASHINGTON (Reuters) - U.S. housing industry economists on  Monday cautioned that rapid house price gains in some areas of  the country may not be sustainable.,Business,707,:,predictive_token
pre_label_token,ag_news,train,activation,-3.415102958679199,-23.076202392578125,123,488,"Jays power up to take finale Contrary to popular belief, the power never really snapped back at SkyDome on Sunday. The lights came on after an hour delay, but it took some extra time for the batting orders to provide some extra wattage.",Sports,2635,Indian PM pledges to protect poor from oil-driven inflation NEW DELHI : Indian Prime Minister Manmohan Singh pledged to try to shield the poor by keeping down prices of essential goods amid rising inflation.,Business,517,:,predictive_token
pre_label_token,ag_news,train,activation,-3.4730262756347656,-23.314952850341797,124,5204,"Labor: Anti-Peres meetings scheduled for Sunday Labor members have scheduled two  #39;rebel #39; anti-Peres conferences for Sunday, one to be headed by MK Matan Vilnai and the second by MK Binyamin Ben-Eliezer.",World,456,"Bush Tries to Mend Ties With Latin America President Bush, trying to mend relations with Latin America, pledged Sunday to make a fresh push for stalled immigration reforms and defended the U.S. invasion of Iraq, saying that ""history will prove it right.""",World,606,:,predictive_token
pre_label_token,ag_news,train,activation,-3.394775390625,-24.252769470214844,125,3022,"Killings shock, humiliate Nepalese Protesters in Kathmandu have expressed disbelief and frustration after learning of the deaths of 12 Nepalese hostages in Iraq. Nepal #39;s ambassador to Qatar, Somananda Suman, confirmed",World,1137,"American Fish Confident About Tough Davis Cup Final The US Davis Cup team is gearing up for a tough final against strong Spanish opponents on an unfavorable surface but are optimistic about beating their hosts, said their semi-final team member Mardy Fish.",Sports,563,:,predictive_token
pre_label_token,ag_news,train,activation,-3.1728572845458984,-22.223163604736328,126,4787,"A Year of Charges, Reforms for Funds NEW YORK -- Just a year ago this week, New York Attorney General Eliot L. Spitzer shook the financial services industry -- and investor confidence -- by revealing that four big-name mutual fund companies had cut secret deals allowing a New Jersey hedge fund to profit from short-term trading at the expense of ordinary investors.",Business,3981,"Feds: Syrian Clampdown on Terror Positive (AP) AP - A Syrian crackdown on terror groups would be the best way to halt violence in Syria and promote peace in the Middle East, the State Department said Monday after the assassination in Damascus of a leader of Hamas' bombing unit.",World,574,:,predictive_token
pre_label_token,ag_news,train,activation,-3.876887559890747,-22.009235382080078,127,1401,"Netflix, TiVo Promise New Service The two companies say they will jointly develop a set-top box to download movies over the internet. Netflix will arrange the movie licensing from Hollywood studios, and TiVo will take care of the product technology.",Science,1663,"US soldiers in Iraq murder probe Four soldiers are charged with the murder of an Iraqi general who died in custody in Iraq, the US army says.",World,545,:,predictive_token
pre_label_token,ag_news,train,activation,-4.290462493896484,-24.747928619384766,128,5313,"Els Sweats Out American Express Victory (AP) AP - Emotionally spent from a Grand Slam season of heartache, Ernie Els reasserted himself as a major force Sunday by outlasting Thomas Bjorn in a brilliantly played duel in the cold rain in the American Express Championship. He closed with a 3-under 69 for a one-shot victory and his first World Golf Championship.",Sports,2578,"Australian employee of Canadian oil company reportedly abducted in Yemen (Canadian Press) Canadian Press - CANBERRA, Australia (AP) - Diplomats investigated Tuesday a report that an Australian oil engineer had been abducted in Yemen by armed tribesmen, but a conflicting report from Yemen said there was no kidnapping.",World,560,:,predictive_token
pre_label_token,ag_news,train,activation,-2.9588000774383545,-21.13675308227539,129,1480,Federal CISOs Rank Patch Management As Biggest Obstacle Survey by Intelligent Decisions indicates that patch management leaves less time for chief information security officers to work on improving overall security.,Business,2165,"Mauresmo retires, Davenport wins Porsche Tennis Grand Prix This was not the way that American Lindsay Davenport wanted to claim her second career title at the Porsche Tennis Grand Prix. In a match between the top two",Sports,566,:,predictive_token
pre_label_token,ag_news,train,function_vector,-13.700446128845215,-10.619251251220703,,,,,,,,,,
pre_label_token,sentiment,train,activation,-3.29829740524292,-22.69106674194336,0,271,"Intensely romantic, thought-provoking and even an engaging mystery.",positive,396,"Narratively, Trouble Every Day is a plodding mess.",negative,182,:,predictive_token
pre_label_token,sentiment,train,activation,-1.8054234981536865,-19.32246971130371,1,15,Inconsequential road-and-buddy pic.,negative,318,Poignant and funny.,positive,168,:,predictive_token
pre_label_token,sentiment,train,activation,-3.3661513328552246,-21.772777557373047,2,164,His work transcends the boy-meets-girl posturing of typical love stories.,positive,135,Enticing and often funny documentary.,positive,177,:,predictive_token
pre_label_token,sentiment,train,activation,-2.739441156387329,-20.405712127685547,3,457,"A thoroughly enjoyable, heartfelt coming-of-age comedy.",positive,795,The performances are uniformly good.,positive,165,:,predictive_token
pre_label_token,sentiment,train,activation,-1.7819600105285645,-20.9479923248291,4,158,"Go, girls, right down the reality drain.",negative,699,"Forget the misleading title, what's with the unexplained baboon cameo?",negative,187,:,predictive_token
pre_label_token,sentiment,train,activation,-1.852949857711792,-20.59592056274414,5,332,...a triumph of emotionally and narratively complex filmmaking.,positive,67,An encouraging effort from McCrudden,positive,176,:,predictive_token
pre_label_token,sentiment,train,activation,-3.4989871978759766,-23.220434188842773,6,13,An emotionally strong and politically potent piece of cinema.,positive,321,Eight Legged Freaks falls flat as a spoof.,negative,167,:,predictive_token
pre_label_token,sentiment,train,activation,-2.964729070663452,-19.951072692871094,7,701,Secretary is just too original to be ignored.,positive,714,Sleek and arty.,positive,157,:,predictive_token
pre_label_token,sentiment,train,activation,-3.6021385192871094,-21.67761993408203,8,323,Excruciatingly unfunny and pitifully unromantic.,negative,72,The performances are an absolute joy.,positive,167,:,predictive_token
pre_label_token,sentiment,train,activation,-3.7650818824768066,-21.812475204467773,9,154,Chaiken ably balances real-time rhythms with propulsive incident.,positive,442,It's just not very smart.,negative,172,:,predictive_token
pre_label_token,sentiment,train,activation,-0.5453436374664307,-14.835391998291016,10,735,"A timid, soggy near miss.",negative,529,"Woody, what happened?",negative,165,:,predictive_token
pre_label_token,sentiment,train,activation,-3.4705066680908203,-21.785091400146484,11,200,I'd rather watch a rerun of The Powerpuff Girls,negative,346,Kapur weighs down the tale with bogus profundities.,negative,171,:,predictive_token
pre_label_token,sentiment,train,activation,-3.3844709396362305,-21.98423194885254,12,250,Steven Spielberg brings us another masterpiece,positive,134,Skip the film and buy the Philip Glass soundtrack CD.,negative,178,:,predictive_token
pre_label_token,sentiment,train,activation,-2.1534337997436523,-22.164369583129883,13,239,A derivative collection of horror and sci-fi cliches.,negative,803,Bouquet gives a performance that is masterly.,positive,166,:,predictive_token
pre_label_token,sentiment,train,activation,-2.346099376678467,-22.11943817138672,14,324,I haven't seen such self-amused trash since Freddy Got Fingered.,negative,541,"Illiterate, often inert sci-fi action thriller.",negative,175,:,predictive_token
pre_label_token,sentiment,train,activation,-3.6912550926208496,-22.320880889892578,15,100,Exciting documentary.,positive,588,Cho's timing is priceless.,positive,178,:,predictive_token
pre_label_token,sentiment,train,activation,-3.1451058387756348,-21.64008331298828,16,258,As pedestrian as they come.,negative,166,"Flat, misguided comedy.",negative,178,:,predictive_token
pre_label_token,sentiment,train,activation,-3.3314766883850098,-22.813030242919922,17,57,Morvern rocks.,positive,785,Tsai convincingly paints a specifically urban sense of disassociation here.,positive,184,:,predictive_token
pre_label_token,sentiment,train,activation,-3.070143461227417,-21.735397338867188,18,509,It's a very valuable film...,positive,185,I loved the look of this film.,positive,174,:,predictive_token
pre_label_token,sentiment,train,activation,-1.3348777294158936,-19.438552856445312,19,418,"An even more predictable, cliche-ridden endeavor than its predecessor.",negative,337,Offers absolutely nothing I hadn't already seen.,negative,186,:,predictive_token
pre_label_token,sentiment,train,activation,-1.7627596855163574,-20.00879669189453,20,657,...hokey art house pretension.,negative,679,Even the digressions are funny.,positive,167,:,predictive_token
pre_label_token,sentiment,train,activation,-2.2394304275512695,-21.766414642333984,21,623,The story itself is actually quite vapid.,negative,152,...bibbidy-bobbidi-bland.,negative,178,:,predictive_token
pre_label_token,sentiment,train,activation,-2.866410255432129,-21.299837112426758,22,521,Sparse but oddly compelling.,positive,580,Intelligent and moving.,positive,186,:,predictive_token
pre_label_token,sentiment,train,activation,-1.7018396854400635,-19.93040657043457,23,103,Reggio and Glass put on an intoxicating show.,positive,577,Just a Kiss is a just a waste.,negative,189,:,predictive_token
pre_label_token,sentiment,train,activation,-2.452681064605713,-23.468402862548828,24,18,A low-rent retread of the Alien pictures.,negative,24,"The performances are immaculate, with Roussillon providing comic relief.",positive,174,:,predictive_token
pre_label_token,sentiment,train,activation,-1.8632738590240479,-23.897958755493164,25,803,Bouquet gives a performance that is masterly.,positive,408,"It challenges, this nervy oddity, like modern art should.",positive,190,:,predictive_token
pre_label_token,sentiment,train,activation,-2.4233455657958984,-22.124380111694336,26,765,Originality is sorely lacking.,negative,788,There's a reason why halftime is only fifteen minutes long.,negative,192,:,predictive_token
pre_label_token,sentiment,train,activation,-2.802367687225342,-21.16049575805664,27,213,Exceptionally well acted by Diane Lane and Richard Gere.,positive,415,Too clever by about nine-tenths.,positive,178,:,predictive_token
pre_label_token,sentiment,train,activation,-2.746032238006592,-19.244308471679688,28,424,``Red Dragon'' never cuts corners.,positive,166,"Flat, misguided comedy.",negative,152,:,predictive_token
pre_label_token,sentiment,train,activation,-1.9099370241165161,-19.858539581298828,29,196,It's virtually impossible to like any of these despicable characters.,negative,300,The film is strictly routine.,negative,191,:,predictive_token
pre_label_token,sentiment,train,activation,-2.0040788650512695,-22.082382202148438,30,721,A lovely and beautifully photographed romance.,positive,91,Ferrara's strongest and most touching movie of recent years.,positive,192,:,predictive_token
pre_label_token,sentiment,train,activation,-1.8073383569717407,-21.884889602661133,31,173,"Fast-paced and wonderfully edited, the film is extremely thorough.",positive,763,"Devolves into the derivative, leaning on badly-rendered CGI effects.",negative,191,:,predictive_token
pre_label_token,sentiment,train,activation,-2.437589168548584,-20.922958374023438,32,278,The first Bond movie in ages that isn't fake fun.,positive,621,A well-executed spy-thriller.,positive,174,:,predictive_token
pre_label_token,sentiment,train,activation,-1.8971710205078125,-22.32815933227539,33,352,The movie is so thoughtlessly assembled.,positive,344,"Mostly honest, this somber picture reveals itself slowly, intelligently, artfully.",positive,181,:,predictive_token
pre_label_token,sentiment,train,activation,-1.7042044401168823,-21.233062744140625,34,2,Another boorish movie from the I-heard-a-joke- at-a-frat-party school of screenwriting.,negative,291,It's stylishly directed with verve...,positive,171,:,predictive_token
pre_label_token,sentiment,train,activation,-2.1147732734680176,-20.8839111328125,35,557,There's not a comedic moment in this romantic comedy.,negative,553,The entire movie is in need of a scented bath.,negative,175,:,predictive_token
pre_label_token,sentiment,train,activation,-1.9684218168258667,-22.054075241088867,36,409,Lame Sweet Home leaves no Southern stereotype unturned.,negative,729,"This is a finely written, superbly acted offbeat thriller.",positive,188,:,predictive_token
pre_label_token,sentiment,train,activation,-2.4263925552368164,-21.019575119018555,37,715,A chiller resolutely without chills.,negative,661,Lurid and less than lucid work.,negative,167,:,predictive_token
pre_label_token,sentiment,train,activation,-3.716114044189453,-23.01636505126953,38,225,"Weighted down with slow, uninvolving storytelling and flat acting.",negative,482,"It's as if Allen, at 66, has stopped challenging himself.",negative,188,:,predictive_token
