doc_id,family,ok_opus,ok_gpt5,accepted,items_opus,items_gpt5,items_both,n_issues_opus,n_issues_gpt5
js_hungarian__t199,js_hungarian,False,False,False,fake_decision padding,padding,padding,3,4
js_hungarian__t200,js_hungarian,False,False,False,padding,padding,padding,4,16
js_hungarian__t201,js_hungarian,False,False,False,padding,padding,padding,4,2
js_quotes__t001,js_quotes,False,False,False,fake_decision padding wrong_task,fake_decision padding wrong_task,fake_decision padding wrong_task,4,12
js_quotes__t002,js_quotes,False,False,False,extra_change padding scope_creep too_few_or_bunched,padding scope_creep too_few_or_bunched,padding scope_creep too_few_or_bunched,5,9
js_quotes__t003,js_quotes,False,False,False,extra_change padding scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,5,11
js_quotes__t004,js_quotes,False,False,False,extra_change padding scope_creep,scope_creep,scope_creep,3,4
js_quotes__t005,js_quotes,False,False,False,padding,fake_decision padding,padding,4,4
js_quotes__t006,js_quotes,False,True,False,family_rule padding,,,2,0
js_quotes__t007,js_quotes,False,False,False,fake_decision padding,fake_decision,fake_decision,7,10
js_quotes__t008,js_quotes,False,False,False,padding scope_creep too_few_or_bunched wrong_task,padding scope_creep too_few_or_bunched,padding scope_creep too_few_or_bunched,6,16
js_quotes__t009,js_quotes,False,True,False,padding,,,3,0
js_quotes__t010,js_quotes,False,False,False,fake_decision padding,fake_decision,fake_decision,3,2
js_quotes__t011,js_quotes,False,False,False,fake_decision padding,fake_decision padding,fake_decision padding,3,6
js_quotes__t012,js_quotes,False,True,False,padding,,,3,0
js_quotes__t013,js_quotes,False,False,False,extra_change meaning_change meta_comment padding scope_creep too_few_or_bunched,inconsistent_convention meaning_change scope_creep too_few_or_bunched,meaning_change scope_creep too_few_or_bunched,6,11
js_quotes__t015,js_quotes,False,False,False,padding wrong_task,padding,padding,8,26
js_quotes__t016,js_quotes,False,False,False,fake_decision padding,fake_decision,fake_decision,3,2
js_quotes__t017,js_quotes,False,False,False,fake_decision padding scope_creep too_few_or_bunched,fake_decision scope_creep,fake_decision scope_creep,4,16
js_quotes__t018,js_quotes,False,False,False,fake_decision padding scope_creep,extra_change fake_decision,fake_decision,3,6
js_quotes__t019,js_quotes,False,False,False,padding wrong_task,padding wrong_task,padding wrong_task,8,18
js_quotes__t020,js_quotes,False,True,False,fake_decision,,,1,0
js_quotes__t023,js_quotes,False,False,False,meaning_change padding scope_creep,extra_change inconsistent_convention scope_creep,scope_creep,3,3
js_quotes__t024,js_quotes,False,False,False,padding wrong_task,padding,padding,6,22
js_quotes__t025,js_quotes,False,False,False,padding scope_creep too_few_or_bunched,inconsistent_convention scope_creep,scope_creep,4,15
js_quotes__t026,js_quotes,False,False,False,fake_decision,fake_decision,fake_decision,4,8
js_quotes__t027,js_quotes,False,False,False,fake_decision padding scope_creep,fake_decision scope_creep,fake_decision scope_creep,4,5
js_quotes__t028,js_quotes,False,False,False,fake_decision padding scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,4,8
js_quotes__t029,js_quotes,False,False,False,fake_decision padding,fake_decision padding,fake_decision padding,4,10
js_quotes__t030,js_quotes,False,False,False,fake_decision padding,fake_decision,fake_decision,2,2
js_quotes__t031,js_quotes,False,False,False,meaning_change padding scope_creep too_few_or_bunched,scope_creep,scope_creep,5,17
js_quotes__t032,js_quotes,False,False,False,padding scope_creep,scope_creep,scope_creep,7,5
js_quotes__t033,js_quotes,False,False,False,padding scope_creep too_few_or_bunched wrong_task,padding scope_creep too_few_or_bunched,padding scope_creep too_few_or_bunched,6,18
js_quotes__t034,js_quotes,False,False,False,fake_decision meaning_change padding scope_creep too_few_or_bunched,fake_decision inconsistent_convention meaning_change padding scope_creep,fake_decision meaning_change padding scope_creep,5,7
js_quotes__t036,js_quotes,False,False,False,fake_decision padding scope_creep,fake_decision scope_creep,fake_decision scope_creep,4,12
js_quotes__t037,js_quotes,False,False,False,meta_comment padding,padding,padding,4,1
js_quotes__t039,js_quotes,False,False,False,fake_decision padding,fake_decision,fake_decision,3,6
js_quotes__t040,js_quotes,False,False,False,padding too_few_or_bunched,scope_creep too_few_or_bunched,too_few_or_bunched,2,2
js_quotes__t041,js_quotes,False,False,False,fake_decision meaning_change scope_creep,fake_decision inconsistent_convention meaning_change,fake_decision meaning_change,3,17
js_quotes__t042,js_quotes,False,False,False,extra_change padding scope_creep,scope_creep too_few_or_bunched,scope_creep,5,10
js_quotes__t044,js_quotes,False,False,False,padding scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,4,2
js_quotes__t045,js_quotes,False,False,False,fake_decision padding,fake_decision padding,fake_decision padding,9,18
js_quotes__t046,js_quotes,False,False,False,fake_decision inconsistent_convention padding,fake_decision,fake_decision,5,2
js_quotes__t048,js_quotes,False,False,False,invalid padding,padding,padding,7,18
js_quotes__t049,js_quotes,False,False,False,extra_change fake_decision padding scope_creep,fake_decision scope_creep,fake_decision scope_creep,4,7
js_quotes__t050,js_quotes,False,False,False,fake_decision family_rule padding scope_creep,fake_decision scope_creep,fake_decision scope_creep,4,7
js_quotes__t051,js_quotes,False,False,False,fake_decision padding scope_creep,fake_decision scope_creep,fake_decision scope_creep,4,23
js_quotes__t052,js_quotes,False,False,False,fake_decision padding too_few_or_bunched,fake_decision,fake_decision,3,4
js_quotes__t053,js_quotes,False,False,False,padding,padding,padding,8,16
js_quotes__t054,js_quotes,False,False,False,fake_decision padding,fake_decision padding,fake_decision padding,4,8
js_quotes__t056,js_quotes,False,False,False,fake_decision padding,fake_decision padding,fake_decision padding,6,9
js_quotes__t057,js_quotes,False,False,False,fake_decision padding,fake_decision padding,fake_decision padding,3,9
js_quotes__t058,js_quotes,False,False,False,meta_comment padding,padding too_few_or_bunched,padding,10,10
js_quotes__t059,js_quotes,False,False,False,fake_decision padding,fake_decision,fake_decision,5,14
js_quotes__t060,js_quotes,False,False,False,padding,padding,padding,4,3
js_quotes__t061,js_quotes,False,True,False,inconsistent_convention padding,,,4,0
js_quotes__t063,js_quotes,False,False,False,padding too_few_or_bunched,padding,padding,8,10
js_quotes__t064,js_quotes,False,False,False,padding,padding,padding,2,2
js_quotes__t065,js_quotes,False,False,False,meaning_change scope_creep too_few_or_bunched,meaning_change scope_creep too_few_or_bunched,meaning_change scope_creep too_few_or_bunched,3,4
js_quotes__t068,js_quotes,False,False,False,padding,fake_decision,,4,2
js_quotes__t069,js_quotes,False,False,False,fake_decision padding,fake_decision,fake_decision,3,1
js_quotes__t070,js_quotes,False,False,False,meta_comment padding wrong_task,meta_comment padding,meta_comment padding,6,10
js_quotes__t071,js_quotes,False,False,False,fake_decision meaning_change,fake_decision meaning_change,fake_decision meaning_change,6,6
js_quotes__t073,js_quotes,False,False,False,extra_change fake_decision invalid padding wrong_task,fake_decision,fake_decision,6,7
js_quotes__t074,js_quotes,False,False,False,padding wrong_task,padding too_few_or_bunched,padding,9,17
js_quotes__t075,js_quotes,False,False,False,fake_decision padding scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,4,9
js_quotes__t076,js_quotes,False,False,False,fake_decision padding scope_creep too_few_or_bunched,fake_decision padding scope_creep too_few_or_bunched,fake_decision padding scope_creep too_few_or_bunched,4,4
js_quotes__t077,js_quotes,False,True,False,family_rule padding,,,2,0
js_quotes__t079,js_quotes,False,False,False,meta_comment padding scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,8,13
js_quotes__t080,js_quotes,False,False,False,fake_decision,fake_decision,fake_decision,4,4
js_quotes__t081,js_quotes,False,False,False,fake_decision,fake_decision,fake_decision,1,2
js_quotes__t082,js_quotes,False,False,False,extra_change padding scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,4,8
js_quotes__t084,js_quotes,False,False,False,padding scope_creep too_few_or_bunched,padding scope_creep,padding scope_creep,9,11
js_quotes__t085,js_quotes,False,False,False,padding too_few_or_bunched,padding,padding,8,12
js_quotes__t086,js_quotes,False,False,False,extra_change fake_decision padding scope_creep,fake_decision scope_creep,fake_decision scope_creep,6,8
js_quotes__t087,js_quotes,False,True,False,padding,,,1,0
js_quotes__t088,js_quotes,False,False,False,padding,padding too_few_or_bunched,padding,6,5
js_quotes__t089,js_quotes,False,False,False,extra_change padding scope_creep too_few_or_bunched,extra_change scope_creep too_few_or_bunched,extra_change scope_creep too_few_or_bunched,5,3
js_quotes__t090,js_quotes,False,False,False,fake_decision padding scope_creep too_few_or_bunched wrong_task,scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,6,10
js_quotes__t091,js_quotes,False,False,False,extra_change padding scope_creep too_few_or_bunched,padding scope_creep too_few_or_bunched,padding scope_creep too_few_or_bunched,5,3
js_quotes__t094,js_quotes,False,True,False,extra_change padding,,,3,0
js_quotes__t095,js_quotes,False,False,False,padding scope_creep too_few_or_bunched wrong_task,scope_creep,scope_creep,4,8
js_quotes__t096,js_quotes,False,False,False,meaning_change meta_comment padding too_few_or_bunched,extra_change padding,padding,10,9
js_quotes__t098,js_quotes,False,False,False,extra_change fake_decision padding scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,5,9
js_quotes__t099,js_quotes,False,False,False,extra_change padding scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,5,8
js_quotes__t100,js_quotes,False,False,False,padding too_few_or_bunched,padding,padding,8,14
js_quotes__t101,js_quotes,False,False,False,extra_change fake_decision meaning_change,extra_change fake_decision inconsistent_convention meaning_change scope_creep,extra_change fake_decision meaning_change,3,6
js_quotes__t102,js_quotes,False,False,False,extra_change family_rule,fake_decision,,4,2
js_quotes__t104,js_quotes,False,True,False,padding,,,4,0
js_quotes__t105,js_quotes,False,False,False,padding scope_creep too_few_or_bunched,padding scope_creep too_few_or_bunched,padding scope_creep too_few_or_bunched,4,8
js_quotes__t106,js_quotes,False,False,False,padding,fake_decision padding,padding,3,8
js_quotes__t107,js_quotes,False,False,False,padding,padding,padding,6,20
js_quotes__t109,js_quotes,True,True,True,,,,0,0
js_quotes__t110,js_quotes,False,False,False,extra_change padding scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,5,11
js_quotes__t111,js_quotes,False,False,False,fake_decision padding,fake_decision,fake_decision,6,4
js_quotes__t112,js_quotes,False,False,False,padding wrong_task,padding too_few_or_bunched,padding,6,13
js_quotes__t113,js_quotes,False,False,False,extra_change fake_decision padding scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,5,9
js_quotes__t114,js_quotes,False,False,False,padding scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,4,6
js_quotes__t115,js_quotes,False,False,False,fake_decision padding,fake_decision padding,fake_decision padding,6,4
js_quotes__t116,js_quotes,False,True,False,padding,,,1,0
js_quotes__t118,js_quotes,False,False,False,extra_change padding scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,5,9
js_quotes__t119,js_quotes,True,True,True,,,,0,0
js_quotes__t120,js_quotes,False,False,False,padding wrong_task,padding,padding,11,20
js_quotes__t121,js_quotes,False,False,False,padding,fake_decision,,3,2
js_quotes__t122,js_quotes,False,False,False,extra_change padding scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,4,9
js_quotes__t123,js_quotes,False,False,False,padding,padding,padding,5,2
js_quotes__t124,js_quotes,False,False,False,fake_decision padding scope_creep too_few_or_bunched,scope_creep,scope_creep,7,7
js_quotes__t125,js_quotes,False,True,False,padding,,,3,0
js_quotes__t126,js_quotes,False,False,False,fake_decision meaning_change meta_comment padding scope_creep,extra_change inconsistent_convention meaning_change padding scope_creep,meaning_change padding scope_creep,7,10
js_quotes__t127,js_quotes,False,False,False,extra_change fake_decision padding scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,6,13
js_quotes__t130,js_quotes,False,False,False,fake_decision family_rule padding,fake_decision,fake_decision,4,4
js_quotes__t131,js_quotes,False,False,False,fake_decision padding,fake_decision,fake_decision,3,2
js_quotes__t132,js_quotes,False,False,False,extra_change padding,padding,padding,7,18
js_quotes__t133,js_quotes,False,True,False,extra_change padding,,,3,0
js_quotes__t134,js_quotes,False,False,False,fake_decision,fake_decision,fake_decision,1,2
js_quotes__t135,js_quotes,False,False,False,padding scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,6,14
js_quotes__t136,js_quotes,False,False,False,padding,padding,padding,6,10
js_quotes__t137,js_quotes,False,False,False,extra_change family_rule padding too_few_or_bunched,extra_change fake_decision inconsistent_convention,extra_change,6,12
js_quotes__t138,js_quotes,False,False,False,fake_decision padding scope_creep,fake_decision padding,fake_decision padding,7,26
js_quotes__t139,js_quotes,False,False,False,inconsistent_convention padding,fake_decision,,4,2
js_quotes__t140,js_quotes,False,False,False,meta_comment padding too_few_or_bunched,padding,padding,10,8
js_quotes__t141,js_quotes,False,False,False,extra_change padding scope_creep too_few_or_bunched,inconsistent_convention meta_comment padding scope_creep,padding scope_creep,5,15
js_quotes__t142,js_quotes,False,True,False,padding,,,2,0
js_quotes__t143,js_quotes,False,False,False,fake_decision padding,fake_decision,fake_decision,3,4
js_quotes__t144,js_quotes,False,False,False,fake_decision padding,fake_decision,fake_decision,3,2
js_quotes__t145,js_quotes,False,False,False,fake_decision padding scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,5,6
js_quotes__t146,js_quotes,False,False,False,fake_decision padding,fake_decision,fake_decision,5,4
js_quotes__t147,js_quotes,False,False,False,meta_comment padding scope_creep,meta_comment padding scope_creep,meta_comment padding scope_creep,7,10
js_quotes__t148,js_quotes,False,False,False,padding,padding,padding,5,6
js_quotes__t150,js_quotes,False,False,False,padding,padding,padding,9,18
js_quotes__t151,js_quotes,False,False,False,padding,fake_decision,,4,2
js_quotes__t152,js_quotes,False,False,False,meta_comment padding,padding,padding,11,20
js_quotes__t153,js_quotes,False,False,False,meaning_change padding,meaning_change,meaning_change,2,1
js_quotes__t154,js_quotes,False,False,False,padding,padding,padding,8,16
js_quotes__t156,js_quotes,False,False,False,padding scope_creep,padding scope_creep,padding scope_creep,4,8
js_quotes__t157,js_quotes,False,False,False,fake_decision inconsistent_convention padding scope_creep too_few_or_bunched,extra_change too_few_or_bunched,too_few_or_bunched,5,11
js_quotes__t158,js_quotes,False,False,False,fake_decision inconsistent_convention padding,fake_decision,fake_decision,9,4
js_quotes__t159,js_quotes,False,True,False,padding,,,3,0
js_quotes__t160,js_quotes,False,False,False,extra_change meta_comment padding scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,6,15
js_quotes__t161,js_quotes,False,False,False,meaning_change padding scope_creep too_few_or_bunched,inconsistent_convention meaning_change scope_creep too_few_or_bunched,meaning_change scope_creep too_few_or_bunched,5,7
js_quotes__t162,js_quotes,False,False,False,padding scope_creep too_few_or_bunched,padding scope_creep too_few_or_bunched,padding scope_creep too_few_or_bunched,5,5
js_quotes__t164,js_quotes,False,False,False,padding,padding,padding,3,8
js_quotes__t165,js_quotes,False,True,False,padding,,,3,0
js_quotes__t167,js_quotes,False,False,False,fake_decision padding,fake_decision,fake_decision,5,4
js_quotes__t168,js_quotes,False,False,False,padding wrong_task,padding,padding,7,12
js_quotes__t170,js_quotes,False,True,False,padding,,,2,0
js_quotes__t171,js_quotes,False,False,False,padding,inconsistent_convention padding,padding,4,10
js_quotes__t172,js_quotes,False,False,False,fake_decision padding scope_creep too_few_or_bunched,fake_decision scope_creep too_few_or_bunched,fake_decision scope_creep too_few_or_bunched,4,10
js_quotes__t173,js_quotes,False,False,False,padding scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,4,11
js_quotes__t174,js_quotes,False,False,False,extra_change padding scope_creep,scope_creep,scope_creep,4,16
js_quotes__t176,js_quotes,False,False,False,meta_comment padding too_few_or_bunched,meta_comment padding,meta_comment padding,8,8
js_quotes__t177,js_quotes,False,False,False,fake_decision padding scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,4,11
js_quotes__t178,js_quotes,False,False,False,meta_comment padding,meta_comment,meta_comment,6,3
js_quotes__t179,js_quotes,False,True,False,padding,,,3,0
js_quotes__t180,js_quotes,False,True,False,padding,,,2,0
js_quotes__t181,js_quotes,False,False,False,extra_change padding scope_creep too_few_or_bunched,extra_change padding scope_creep too_few_or_bunched,extra_change padding scope_creep too_few_or_bunched,7,13
js_quotes__t182,js_quotes,False,False,False,meaning_change padding scope_creep too_few_or_bunched,meaning_change scope_creep,meaning_change scope_creep,5,11
js_quotes__t183,js_quotes,False,False,False,fake_decision padding scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,4,2
js_quotes__t184,js_quotes,False,False,False,fake_decision wrong_task,fake_decision wrong_task,fake_decision wrong_task,4,4
js_quotes__t185,js_quotes,False,False,False,fake_decision padding,fake_decision,fake_decision,3,4
js_quotes__t186,js_quotes,True,True,True,,,,0,0
js_quotes__t188,js_quotes,False,False,False,extra_change fake_decision invalid padding scope_creep wrong_task,invalid scope_creep,invalid scope_creep,6,10
js_quotes__t189,js_quotes,False,False,False,fake_decision padding scope_creep,fake_decision padding scope_creep,fake_decision padding scope_creep,8,9
js_quotes__t190,js_quotes,False,True,False,padding,,,2,0
js_quotes__t191,js_quotes,False,False,False,meaning_change scope_creep,extra_change meaning_change,meaning_change,2,4
js_quotes__t193,js_quotes,False,False,False,padding scope_creep too_few_or_bunched wrong_task,extra_change scope_creep too_few_or_bunched,scope_creep too_few_or_bunched,5,3
js_quotes__t194,js_quotes,False,False,False,extra_change padding scope_creep wrong_task,scope_creep wrong_task,scope_creep wrong_task,4,6
js_quotes__t196,js_quotes,False,False,False,padding scope_creep,scope_creep,scope_creep,3,2
js_quotes__t197,js_quotes,False,False,False,fake_decision padding,fake_decision,fake_decision,4,1
js_quotes__t198,js_quotes,False,True,False,padding,,,4,0
js_quotes__t199,js_quotes,False,False,False,fake_decision padding scope_creep,fake_decision scope_creep,fake_decision scope_creep,4,13
js_quotes__t200,js_quotes,True,True,True,,,,0,0
js_quotes__t201,js_quotes,False,False,False,padding,padding,padding,6,12
js_semicolons__t001,js_semicolons,False,False,False,padding,padding,padding,3,1
js_semicolons__t004,js_semicolons,True,True,True,,,,0,0
js_semicolons__t005,js_semicolons,False,True,False,padding,,,2,0
js_semicolons__t006,js_semicolons,False,True,False,padding,,,2,0
js_semicolons__t008,js_semicolons,False,True,False,padding,,,1,0
js_semicolons__t009,js_semicolons,False,True,False,padding,,,3,0
js_semicolons__t010,js_semicolons,True,True,True,,,,0,0
js_semicolons__t011,js_semicolons,True,False,False,,padding,,0,1
js_semicolons__t012,js_semicolons,False,False,False,inconsistent_convention padding,padding,padding,3,1
js_semicolons__t013,js_semicolons,False,True,False,padding,,,2,0
js_semicolons__t014,js_semicolons,False,False,False,padding,padding,padding,4,8
js_semicolons__t015,js_semicolons,True,True,True,,,,0,0
js_semicolons__t016,js_semicolons,False,True,False,padding,,,3,0
js_semicolons__t017,js_semicolons,False,True,False,padding,,,3,0
js_semicolons__t018,js_semicolons,False,False,False,fake_decision line_correspondence padding,fake_decision padding,fake_decision padding,8,7
js_semicolons__t019,js_semicolons,False,False,False,padding,padding,padding,2,4
js_semicolons__t020,js_semicolons,False,True,False,padding,,,4,0
js_semicolons__t021,js_semicolons,True,True,True,,,,0,0
js_semicolons__t022,js_semicolons,False,False,False,fake_decision inconsistent_convention line_correspondence,fake_decision,fake_decision,3,12
js_semicolons__t023,js_semicolons,True,True,True,,,,0,0
js_semicolons__t024,js_semicolons,False,True,False,inconsistent_convention padding,,,3,0
js_semicolons__t025,js_semicolons,False,False,False,padding,padding,padding,2,1
js_semicolons__t027,js_semicolons,False,True,False,padding,,,1,0
js_semicolons__t028,js_semicolons,False,True,False,padding,,,3,0
js_semicolons__t030,js_semicolons,False,False,False,inconsistent_convention,padding,,1,1
js_semicolons__t032,js_semicolons,False,True,False,padding,,,2,0
js_semicolons__t033,js_semicolons,False,False,False,inconsistent_convention,padding,,1,1
js_semicolons__t034,js_semicolons,False,True,False,padding,,,3,0
js_semicolons__t035,js_semicolons,False,False,False,inconsistent_convention padding,padding,padding,4,1
js_semicolons__t038,js_semicolons,False,True,False,padding,,,3,0
js_semicolons__t039,js_semicolons,False,False,False,fake_decision padding,padding,padding,3,3
js_semicolons__t040,js_semicolons,True,True,True,,,,0,0
js_semicolons__t041,js_semicolons,False,True,False,padding,,,4,0
js_semicolons__t042,js_semicolons,False,True,False,padding,,,2,0
js_semicolons__t043,js_semicolons,True,True,True,,,,0,0
js_semicolons__t044,js_semicolons,True,True,True,,,,0,0
js_semicolons__t045,js_semicolons,False,True,False,padding,,,4,0
js_semicolons__t046,js_semicolons,False,False,False,extra_change inconsistent_convention padding scope_creep,fake_decision padding scope_creep,padding scope_creep,5,12
js_semicolons__t047,js_semicolons,False,False,False,padding,padding,padding,2,1
js_semicolons__t048,js_semicolons,False,False,False,padding,padding,padding,2,2
js_semicolons__t049,js_semicolons,False,False,False,padding,padding,padding,7,10
js_semicolons__t050,js_semicolons,False,False,False,family_rule padding,padding,padding,4,9
js_semicolons__t051,js_semicolons,False,False,False,padding,wrong_task,,2,2
js_semicolons__t052,js_semicolons,False,False,False,padding,padding,padding,5,13
js_semicolons__t053,js_semicolons,False,True,False,padding,,,3,0
js_semicolons__t054,js_semicolons,False,False,False,meaning_change padding scope_creep,extra_change,,3,1
js_semicolons__t056,js_semicolons,True,True,True,,,,0,0
js_semicolons__t057,js_semicolons,False,True,False,padding,,,2,0
js_semicolons__t058,js_semicolons,False,False,False,padding,padding,padding,1,1
js_semicolons__t061,js_semicolons,True,True,True,,,,0,0
js_semicolons__t062,js_semicolons,False,True,False,inconsistent_convention padding,,,4,0
js_semicolons__t063,js_semicolons,False,False,False,padding,padding,padding,3,16
js_semicolons__t064,js_semicolons,False,True,False,padding,,,4,0
js_semicolons__t066,js_semicolons,False,True,False,padding wrong_task,,,4,0
js_semicolons__t067,js_semicolons,True,True,True,,,,0,0
js_semicolons__t068,js_semicolons,False,True,False,padding,,,2,0
js_semicolons__t069,js_semicolons,False,False,False,padding,padding,padding,3,2
js_semicolons__t070,js_semicolons,False,False,False,inconsistent_convention padding,padding,padding,5,2
js_semicolons__t071,js_semicolons,False,True,False,padding,,,3,0
js_semicolons__t072,js_semicolons,False,True,False,padding too_few_or_bunched,,,3,0
js_semicolons__t073,js_semicolons,False,False,False,padding,padding,padding,3,1
js_semicolons__t074,js_semicolons,False,True,False,inconsistent_convention padding,,,3,0
js_semicolons__t075,js_semicolons,True,True,True,,,,0,0
js_semicolons__t076,js_semicolons,False,False,False,inconsistent_convention wrong_task,padding,,2,1
js_semicolons__t077,js_semicolons,False,True,False,wrong_task,,,1,0
js_semicolons__t078,js_semicolons,True,True,True,,,,0,0
js_semicolons__t079,js_semicolons,False,False,False,fake_decision padding too_few_or_bunched,fake_decision,fake_decision,4,6
js_semicolons__t080,js_semicolons,False,True,False,fake_decision,,,1,0
js_semicolons__t081,js_semicolons,True,True,True,,,,0,0
js_semicolons__t083,js_semicolons,True,True,True,,,,0,0
js_semicolons__t084,js_semicolons,False,True,False,padding,,,3,0
js_semicolons__t085,js_semicolons,False,True,False,padding,,,2,0
js_semicolons__t086,js_semicolons,False,False,False,fake_decision padding,padding,padding,4,2
js_semicolons__t087,js_semicolons,True,True,True,,,,0,0
js_semicolons__t088,js_semicolons,False,False,False,extra_change inconsistent_convention padding scope_creep,scope_creep,scope_creep,4,1
js_semicolons__t089,js_semicolons,False,False,False,fake_decision inconsistent_convention padding,padding,padding,4,3
js_semicolons__t090,js_semicolons,False,False,False,padding,padding,padding,1,2
js_semicolons__t093,js_semicolons,False,False,False,fake_decision inconsistent_convention,padding,,3,3
js_semicolons__t094,js_semicolons,False,False,False,padding too_few_or_bunched,padding,padding,3,22
js_semicolons__t095,js_semicolons,False,False,False,inconsistent_convention,padding,,1,1
js_semicolons__t096,js_semicolons,False,False,False,extra_change scope_creep,scope_creep,scope_creep,2,2
js_semicolons__t097,js_semicolons,False,False,False,extra_change padding scope_creep,scope_creep,scope_creep,5,10
js_semicolons__t098,js_semicolons,False,False,False,extra_change scope_creep,extra_change scope_creep,extra_change scope_creep,2,2
js_semicolons__t099,js_semicolons,False,False,False,extra_change padding scope_creep,extra_change,extra_change,7,6
js_semicolons__t102,js_semicolons,False,False,False,padding,padding,padding,3,8
js_semicolons__t103,js_semicolons,False,True,False,padding,,,2,0
js_semicolons__t104,js_semicolons,False,True,False,padding,,,4,0
js_semicolons__t106,js_semicolons,True,True,True,,,,0,0
js_semicolons__t107,js_semicolons,True,True,True,,,,0,0
js_semicolons__t108,js_semicolons,False,False,False,extra_change padding scope_creep,scope_creep,scope_creep,3,7
js_semicolons__t109,js_semicolons,False,True,False,padding,,,4,0
js_semicolons__t110,js_semicolons,True,True,True,,,,0,0
js_semicolons__t111,js_semicolons,False,False,False,padding,padding,padding,5,6
js_semicolons__t112,js_semicolons,True,True,True,,,,0,0
js_semicolons__t113,js_semicolons,False,True,False,padding,,,2,0
js_semicolons__t115,js_semicolons,False,False,False,inconsistent_convention padding,padding,padding,3,4
js_semicolons__t116,js_semicolons,False,False,False,extra_change scope_creep,extra_change,extra_change,2,1
js_semicolons__t117,js_semicolons,False,False,False,padding,padding,padding,1,2
js_semicolons__t118,js_semicolons,False,True,False,padding,,,2,0
js_semicolons__t119,js_semicolons,False,True,False,padding,,,4,0
js_semicolons__t120,js_semicolons,False,True,False,padding,,,3,0
js_semicolons__t121,js_semicolons,False,False,False,fake_decision inconsistent_convention invalid padding,fake_decision padding,fake_decision padding,4,9
js_semicolons__t122,js_semicolons,True,True,True,,,,0,0
js_semicolons__t124,js_semicolons,True,True,True,,,,0,0
js_semicolons__t125,js_semicolons,False,False,False,fake_decision padding,fake_decision padding,fake_decision padding,6,9
js_semicolons__t126,js_semicolons,True,True,True,,,,0,0
js_semicolons__t127,js_semicolons,False,True,False,padding,,,2,0
js_semicolons__t128,js_semicolons,False,False,False,extra_change padding scope_creep,extra_change scope_creep,extra_change scope_creep,4,2
js_semicolons__t130,js_semicolons,False,True,False,padding,,,4,0
js_semicolons__t131,js_semicolons,True,True,True,,,,0,0
js_semicolons__t132,js_semicolons,False,False,False,padding,padding,padding,2,5
js_semicolons__t133,js_semicolons,False,False,False,inconsistent_convention padding scope_creep,padding scope_creep,padding scope_creep,4,11
js_semicolons__t135,js_semicolons,False,False,False,fake_decision inconsistent_convention line_correspondence padding,fake_decision,fake_decision,4,11
js_semicolons__t137,js_semicolons,True,True,True,,,,0,0
js_semicolons__t138,js_semicolons,False,False,False,extra_change scope_creep,extra_change scope_creep,extra_change scope_creep,2,2
js_semicolons__t139,js_semicolons,False,True,False,padding,,,3,0
js_semicolons__t140,js_semicolons,True,True,True,,,,0,0
js_semicolons__t141,js_semicolons,True,True,True,,,,0,0
js_semicolons__t142,js_semicolons,False,False,False,inconsistent_convention padding,padding,padding,2,4
js_semicolons__t143,js_semicolons,False,True,False,padding,,,2,0
js_semicolons__t144,js_semicolons,True,True,True,,,,0,0
js_semicolons__t145,js_semicolons,False,True,False,padding,,,3,0
js_semicolons__t146,js_semicolons,False,False,False,padding,wrong_task,,3,2
js_semicolons__t147,js_semicolons,True,True,True,,,,0,0
js_semicolons__t148,js_semicolons,False,False,False,padding,padding,padding,2,1
js_semicolons__t149,js_semicolons,False,False,False,padding too_few_or_bunched,padding,padding,3,14
