token_role,task,task_group,point_type,x_fv_pc1_raw_dot,y_activation_pc1_raw_dot,prompt_index,query_source_index,query_input,query_output,demo_source_index,demo_input,demo_output,token_position,token_text,token_label
first_label_token,antonym,train,activation,-11.820683479309082,29.638076782226562,58,1582,upright,inverted,807,dim,bright,91, bright,demonstration_10_label_token
first_label_token,antonym,train,activation,-10.316864967346191,30.90854263305664,59,399,auxiliary,primary,184,straight,curved,90, curved,demonstration_10_label_token
first_label_token,antonym,train,activation,-12.69257926940918,18.02824592590332,60,367,immature,mature,1051,distinct,indistinct,89, indist,demonstration_10_label_token
first_label_token,antonym,train,activation,-10.14700984954834,18.026798248291016,61,675,sew,unravel,280,mutual,individual,88, individual,demonstration_10_label_token
first_label_token,antonym,train,activation,-12.279465675354004,16.461416244506836,62,161,dismantle,assemble,155,motion,stillness,89, still,demonstration_10_label_token
first_label_token,antonym,train,activation,-9.330211639404297,35.57661056518555,63,85,appearance,disappearance,1533,agreement,disagreement,88, disagreement,demonstration_10_label_token
first_label_token,antonym,train,activation,-12.816117286682129,29.746156692504883,64,585,intersect,separate,1498,special,ordinary,91, ordinary,demonstration_10_label_token
first_label_token,antonym,train,activation,-10.432953834533691,20.173137664794922,65,1258,urban,rural,1100,average,exceptional,88, exceptional,demonstration_10_label_token
first_label_token,antonym,train,activation,-12.641231536865234,35.02937316894531,66,1514,sponsor,beneficiary,1647,unconventional,conventional,88, conventional,demonstration_10_label_token
first_label_token,antonym,train,activation,-11.984699249267578,31.505596160888672,67,525,fake,real,1304,global,local,94, local,demonstration_10_label_token
first_label_token,antonym,train,activation,-11.333476066589355,39.12337875366211,68,900,exclusive,inclusive,678,manned,unmanned,90, unmanned,demonstration_10_label_token
first_label_token,antonym,train,activation,-11.246688842773438,38.42463684082031,69,1324,connect,disconnect,251,incoming,outgoing,88, outgoing,demonstration_10_label_token
first_label_token,antonym,train,activation,-11.505952835083008,34.14542007446289,70,1373,worried,relaxed,872,smile,frown,89, frown,demonstration_10_label_token
first_label_token,antonym,train,activation,-12.287588119506836,24.213449478149414,71,1013,moist,dry,999,ground,sky,92, sky,demonstration_10_label_token
first_label_token,antonym,train,activation,-11.011438369750977,22.287151336669922,72,52,cooperation,competition,130,tired,energetic,90, energetic,demonstration_10_label_token
first_label_token,antonym,train,activation,-10.532386779785156,9.508391380310059,73,1024,coastal,inland,1650,please,thank you,88, thank,demonstration_10_label_token
first_label_token,antonym,train,activation,-10.528170585632324,32.5206413269043,74,201,farther,closer,525,fake,real,89, real,demonstration_10_label_token
first_label_token,antonym,train,activation,-9.498722076416016,27.90082550048828,75,1355,escalate,deescalate,1416,inconsistent,consistent,88, consistent,demonstration_10_label_token
first_label_token,antonym,train,activation,-9.688173294067383,16.980640411376953,76,576,mediocre,exceptional,1424,enough,insufficient,89, insufficient,demonstration_10_label_token
first_label_token,antonym,train,activation,-10.762195587158203,18.94574737548828,77,433,individual,group,1404,deficiency,surplus,91, surplus,demonstration_10_label_token
first_label_token,antonym,train,activation,-9.960441589355469,36.3491325378418,78,446,localized,widespread,335,correct,incorrect,91, incorrect,demonstration_10_label_token
first_label_token,antonym,train,activation,-11.672384262084961,32.57257080078125,79,1161,minute,hour,706,civilian,military,92, military,demonstration_10_label_token
first_label_token,antonym,train,activation,-10.35419750213623,29.80937385559082,80,1232,weak,strong,300,hot,cool,88, cool,demonstration_10_label_token
first_label_token,antonym,train,activation,-13.572410583496094,20.54484748840332,81,637,unconscious,conscious,42,ease,difficulty,90, difficulty,demonstration_10_label_token
first_label_token,antonym,train,activation,-8.334676742553711,27.092666625976562,82,784,encourage,discourage,330,sender,receiver,89, receiver,demonstration_10_label_token
first_label_token,antonym,train,activation,-11.82064437866211,19.988418579101562,83,918,simplicity,complexity,281,contingent,inevitable,88, inevitable,demonstration_10_label_token
first_label_token,antonym,train,activation,-10.488508224487305,9.495527267456055,84,935,sophisticated,simple,352,standard,nonstandard,89, non,demonstration_10_label_token
first_label_token,antonym,train,activation,-9.430266380310059,6.773218154907227,85,1410,vocal,silent,847,record,erase,90, erase,demonstration_10_label_token
first_label_token,antonym,train,activation,-14.260117530822754,34.139408111572266,86,301,enlightenment,ignorance,778,autonomous,dependent,90, dependent,demonstration_10_label_token
first_label_token,antonym,train,activation,-9.465351104736328,26.04103660583496,87,536,lifeless,lively,592,embryonic,mature,90, mature,demonstration_10_label_token
first_label_token,antonym,train,activation,-11.161516189575195,21.338306427001953,88,89,conspiracy,truth,1041,raise,lower,90, lower,demonstration_10_label_token
first_label_token,antonym,train,activation,-10.787500381469727,19.39215850830078,89,271,elevation,depression,476,bankrupt,solvent,90, solvent,demonstration_10_label_token
first_label_token,antonym,train,activation,-10.289735794067383,8.011406898498535,90,737,rugged,smooth,45,pollution,cleanliness,90, clean,demonstration_10_label_token
first_label_token,antonym,train,activation,-9.400789260864258,10.73257064819336,91,1510,feasible,infeasible,1045,angular,rounded,88, rounded,demonstration_10_label_token
first_label_token,antonym,train,activation,-9.171945571899414,19.74307632446289,92,1370,perceive,ignore,101,penal,rewarding,88, rewarding,demonstration_10_label_token
first_label_token,antonym,train,activation,-12.727646827697754,37.13072204589844,93,1151,export,import,1377,sanity,insanity,89, insanity,demonstration_10_label_token
first_label_token,antonym,train,activation,-12.62855052947998,35.802268981933594,94,559,dependent,independent,1529,improvement,deterioration,88, deterioration,demonstration_10_label_token
first_label_token,antonym,train,activation,-7.871419429779053,32.99899673461914,95,530,approach,retreat,270,barren,fertile,90, fertile,demonstration_10_label_token
first_label_token,antonym,train,activation,-12.577313423156738,31.894224166870117,96,513,pale,vibrant,417,graduate,undergraduate,90, undergraduate,demonstration_10_label_token
first_label_token,antonym,train,activation,-13.377155303955078,32.275123596191406,97,195,socialist,capitalist,515,adjacent,distant,89, distant,demonstration_10_label_token
first_label_token,antonym,train,activation,-11.831090927124023,36.420860290527344,98,773,archaic,modern,1381,available,unavailable,90, unavailable,demonstration_10_label_token
first_label_token,antonym,train,activation,-10.202213287353516,9.396587371826172,99,624,sustain,deplete,885,express,suppress,90, suppress,demonstration_10_label_token
first_label_token,antonym,train,activation,-9.841842651367188,35.72779083251953,100,708,anger,joy,678,manned,unmanned,88, unmanned,demonstration_10_label_token
first_label_token,antonym,train,activation,-11.336982727050781,35.42289733886719,101,1366,secular,religious,43,shrink,expand,88, expand,demonstration_10_label_token
first_label_token,antonym,train,activation,-11.807172775268555,20.250900268554688,102,694,final,initial,1246,terminate,initiate,88, initiate,demonstration_10_label_token
first_label_token,antonym,train,activation,-11.158365249633789,29.059192657470703,103,912,bisexual,monosexual,1263,expenditure,income,88, income,demonstration_10_label_token
first_label_token,antonym,train,activation,-9.821253776550293,15.46380615234375,104,1046,back,front,1380,cause,effect,92, effect,demonstration_10_label_token
first_label_token,antonym,train,activation,-12.4920654296875,38.61096954345703,105,1474,reject,accept,817,insane,sane,88, sane,demonstration_10_label_token
first_label_token,antonym,train,activation,-14.327198028564453,30.217458724975586,106,906,mature,immature,778,autonomous,dependent,88, dependent,demonstration_10_label_token
first_label_token,antonym,train,activation,-14.109137535095215,28.48421287536621,107,221,young,mature,665,aversion,attraction,89, attraction,demonstration_10_label_token
first_label_token,antonym,train,activation,-12.3276948928833,24.016511917114258,108,1487,breach,comply,489,equip,disarm,88, disarm,demonstration_10_label_token
first_label_token,antonym,train,activation,-9.117114067077637,2.435108184814453,109,1512,inferior,superior,1376,fertile,infertile,89, inf,demonstration_10_label_token
first_label_token,antonym,train,activation,-10.937700271606445,21.93648910522461,110,937,irreversible,reversible,1565,involve,exclude,88, exclude,demonstration_10_label_token
first_label_token,antonym,train,activation,-12.905543327331543,28.17275619506836,111,1305,farewell,greeting,603,entire,partial,95, partial,demonstration_10_label_token
first_label_token,antonym,train,activation,-10.061875343322754,8.215459823608398,112,1494,illegal,legal,595,wee,large,88, large,demonstration_10_label_token
first_label_token,antonym,train,activation,-12.75243091583252,26.879344940185547,113,1239,ornament,plain,1641,compact,spacious,88, spacious,demonstration_10_label_token
first_label_token,antonym,train,activation,-10.914525985717773,11.729837417602539,114,369,creator,destroyer,1045,angular,rounded,89, rounded,demonstration_10_label_token
first_label_token,antonym,train,activation,-13.190704345703125,40.48012924194336,115,1119,stale,fresh,538,abundance,scarcity,90, scarcity,demonstration_10_label_token
first_label_token,antonym,train,activation,-12.219934463500977,31.714658737182617,116,370,victorious,defeated,668,deceased,alive,92, alive,demonstration_10_label_token
first_label_token,antonym,train,activation,-12.518235206604004,39.48728561401367,117,1057,sour,sweet,711,valid,invalid,88, invalid,demonstration_10_label_token
first_label_token,antonym,train,activation,-11.016129493713379,33.165775299072266,118,866,clumsy,graceful,1334,irrelevant,relevant,92, relevant,demonstration_10_label_token
first_label_token,antonym,train,activation,-14.843708992004395,27.77074432373047,119,270,barren,fertile,130,tired,energetic,94, energetic,demonstration_10_label_token
first_label_token,antonym,train,activation,-10.962712287902832,11.944130897521973,120,1040,union,division,1566,steady,unsteady,88, unst,demonstration_10_label_token
first_label_token,antonym,train,activation,-12.147486686706543,25.768104553222656,121,72,deny,confirm,1659,naive,experienced,88, experienced,demonstration_10_label_token
first_label_token,antonym,train,activation,-10.734543800354004,26.828460693359375,122,921,lean,fat,1470,irregular,regular,92, regular,demonstration_10_label_token
first_label_token,antonym,train,activation,-11.909276008605957,27.865549087524414,123,1486,war,peace,592,embryonic,mature,88, mature,demonstration_10_label_token
first_label_token,antonym,train,activation,-10.499601364135742,20.262535095214844,124,1444,medial,lateral,1490,hole,solid,88, solid,demonstration_10_label_token
first_label_token,antonym,train,activation,-9.219965934753418,26.28371810913086,125,901,useless,useful,667,rear,front,90, front,demonstration_10_label_token
first_label_token,antonym,train,activation,-9.672735214233398,21.71466827392578,126,985,consistent,inconsistent,922,flawed,perfect,88, perfect,demonstration_10_label_token
first_label_token,antonym,train,activation,-13.597898483276367,27.151750564575195,127,565,surrender,resist,169,limitless,limited,89, limited,demonstration_10_label_token
first_label_token,antonym,train,activation,-9.832210540771484,24.47081184387207,128,119,charge,discharge,496,historical,contemporary,89, contemporary,demonstration_10_label_token
first_label_token,antonym,train,activation,-10.36172866821289,30.84901237487793,129,325,newborn,elderly,11,empty,full,90, full,demonstration_10_label_token
first_label_token,antonym,train,function_vector,-20.79168701171875,6.197808265686035,,,,,,,,,,
first_label_token,synonym,train,activation,-1.015010118484497,-8.211246490478516,0,1247,senate,congress,1416,attempt,try,88, try,demonstration_10_label_token
first_label_token,synonym,train,activation,-3.177168846130371,-1.14948570728302,1,646,trust,confidence,1286,disgusted,repulsed,88, rep,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.9423458576202393,-0.24825012683868408,2,1067,forge,create,2014,orthodox,traditional,90, traditional,demonstration_10_label_token
first_label_token,synonym,train,activation,-0.31780946254730225,-0.47340846061706543,3,1538,assign,allocate,708,educated,knowledgeable,94, knowledgeable,demonstration_10_label_token
first_label_token,synonym,train,activation,-0.34897279739379883,-9.268462181091309,4,973,general,universal,1879,browse,surf,88, surf,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.5501823425292969,-1.809456467628479,5,1457,sew,stitch,482,spite,malice,89, malice,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.4386694431304932,-4.545702934265137,6,1494,compete,contest,1847,wine,grape juice,89, grape,demonstration_10_label_token
first_label_token,synonym,train,activation,-3.2522175312042236,1.1129405498504639,7,1165,exquisite,elegant,1608,author,writer,91, writer,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.197376251220703,3.4803898334503174,8,994,growth,development,1923,horrific,terrifying,90, terrifying,demonstration_10_label_token
first_label_token,synonym,train,activation,-0.005997419357299805,-0.6570776700973511,9,1423,sustain,maintain,480,upset,distressed,90, distressed,demonstration_10_label_token
first_label_token,synonym,train,activation,-4.617415904998779,-3.368379592895508,10,1428,placement,position,502,parole,release,88, release,demonstration_10_label_token
first_label_token,synonym,train,activation,-0.8084299564361572,4.189260482788086,11,1849,coercive,forceful,845,unfounded,baseless,88, baseless,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.7491127252578735,-4.998125076293945,12,1751,contemplate,ponder,1757,develop,grow,90, grow,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.578869581222534,0.5950993299484253,13,1798,piece,segment,1351,convenient,practical,88, practical,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.5368173122406006,-4.058682441711426,14,600,good,excellent,1128,assert,claim,88, claim,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.2809572219848633,1.7459604740142822,15,667,take,grab,1350,conquer,overcome,90, overcome,demonstration_10_label_token
first_label_token,synonym,train,activation,1.9708528518676758,-12.635368347167969,16,1744,grow,develop,833,request,ask,92, ask,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.8546587228775024,-3.411587715148926,17,150,witness,observe,892,white,pale,88, pale,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.329902172088623,-0.6024472713470459,18,345,accord,agree,209,hefty,substantial,90, substantial,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.9145073890686035,6.747617244720459,19,680,hazardous,dangerous,1499,overwhelm,overpower,88, overpower,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.666192054748535,2.2433769702911377,20,585,inevitable,unavoidable,5,fat,obese,88, obese,demonstration_10_label_token
first_label_token,synonym,train,activation,-3.9859883785247803,5.6737565994262695,21,133,trench,ditch,783,productive,efficient,90, efficient,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.018228530883789,-3.043815851211548,22,952,remark,comment,1388,mercury,venus,90, ven,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.978879451751709,-3.342067241668701,23,768,lone,solitary,275,circulate,distribute,89, distribute,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.8722410202026367,-2.376385450363159,24,1882,race,competition,1470,marijuana,cannabis,88, cannabis,demonstration_10_label_token
first_label_token,synonym,train,activation,-4.531772136688232,0.5040942430496216,25,470,ruin,destroy,1693,intricate,complex,90, complex,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.7938593626022339,-6.631768226623535,26,515,experiment,test,43,commute,travel,90, travel,demonstration_10_label_token
first_label_token,synonym,train,activation,-3.415792465209961,-2.8616771697998047,27,513,quest,journey,811,press,push,89, push,demonstration_10_label_token
first_label_token,synonym,train,activation,0.32433533668518066,-6.862841606140137,28,1302,fond,affectionate,1217,prove,demonstrate,92, demonstrate,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.110619306564331,-6.634279251098633,29,1602,parcel,package,1025,invent,create,90, create,demonstration_10_label_token
first_label_token,synonym,train,activation,-0.7513933181762695,-5.42255163192749,30,1517,region,area,1356,dwelling,residence,90, residence,demonstration_10_label_token
first_label_token,synonym,train,activation,-3.2544095516204834,0.7835339307785034,31,1291,chip,microprocessor,835,abrupt,sudden,89, sudden,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.97059965133667,0.13546907901763916,32,1686,apt,suitable,606,perfect,ideal,89, ideal,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.65563702583313,-3.261836528778076,33,1142,full,packed,259,decide,choose,90, choose,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.7489309310913086,-4.088381767272949,34,1459,hug,embrace,1196,milestone,achievement,91, achievement,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.4239006042480469,-2.807547092437744,35,1315,brilliant,genius,1362,fetch,retrieve,89, retrieve,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.1498491764068604,-1.6653071641921997,36,1995,routine,habitual,1915,writer,author,88, author,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.501237630844116,-5.741299629211426,37,1278,magic,enchantment,1067,forge,create,88, create,demonstration_10_label_token
first_label_token,synonym,train,activation,-6.357879638671875,3.8060555458068848,38,88,graceful,elegant,1433,late,delayed,88, delayed,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.1116912364959717,-3.5038399696350098,39,1443,informal,casual,1944,disperse,scatter,92, scatter,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.215728998184204,-2.3908424377441406,40,1417,partition,divide,153,tempting,alluring,88, all,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.1034879684448242,-6.13574743270874,41,1476,annoyance,irritation,341,industry,business,91, business,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.6672419309616089,9.677427291870117,42,1420,culmination,climax,1587,unbelievable,incredible,88, incredible,demonstration_10_label_token
first_label_token,synonym,train,activation,-3.024498462677002,-7.570732116699219,43,596,sober,clear-headed,584,drop,fall,92, fall,demonstration_10_label_token
first_label_token,synonym,train,activation,-3.124675989151001,-5.056580543518066,44,905,costly,expensive,409,intimacy,closeness,89, clos,demonstration_10_label_token
first_label_token,synonym,train,activation,-3.172516345977783,1.6564140319824219,45,177,definitive,conclusive,1758,pride,arrogance,89, arrogance,demonstration_10_label_token
first_label_token,synonym,train,activation,-3.8869006633758545,-2.8438563346862793,46,1922,beneficial,advantageous,1621,save,preserve,93, preserve,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.2677271366119385,-0.6327323913574219,47,904,grit,tenacity,1927,lining,covering,88, covering,demonstration_10_label_token
first_label_token,synonym,train,activation,-3.3572113513946533,2.388374090194702,48,381,anxious,worried,96,poisonous,toxic,88, toxic,demonstration_10_label_token
first_label_token,synonym,train,activation,0.03235983848571777,-6.7093505859375,49,1560,subject,topic,930,feel,sense,90, sense,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.215073823928833,0.20173895359039307,50,789,acid,sour,1746,elementary,primary,90, primary,demonstration_10_label_token
first_label_token,synonym,train,activation,-0.9986867904663086,-6.856663703918457,51,1547,spoiled,pampered,1497,pan,pot,89, pot,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.7695480585098267,-3.973888874053955,52,870,ability,capability,1196,milestone,achievement,89, achievement,demonstration_10_label_token
first_label_token,synonym,train,activation,-3.0010855197906494,-1.3563686609268188,53,1179,improper,inappropriate,1974,compassion,empathy,88, empathy,demonstration_10_label_token
first_label_token,synonym,train,activation,-3.0251498222351074,-1.6662168502807617,54,1675,supernatural,paranormal,893,override,supersede,90, supers,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.287327766418457,-5.188576698303223,55,1906,liable,responsible,1206,identify,recognize,93, recognize,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.7872631549835205,-4.602596282958984,56,1626,flame,fire,1333,prohibit,forbid,90, forbid,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.6397688388824463,-0.3029528856277466,57,1170,measure,gauge,1567,tongue,palate,89, palate,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.4872164726257324,11.982248306274414,58,627,derive,extract,64,borrow,lend,89, lend,demonstration_10_label_token
first_label_token,synonym,train,activation,-3.288830280303955,0.6423277854919434,59,1058,vapor,steam,1409,radical,extreme,90, extreme,demonstration_10_label_token
first_label_token,synonym,train,activation,-0.5730414390563965,0.4936401844024658,60,294,launching,initiating,1683,challenger,competitor,89, competitor,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.9496822357177734,-5.901838302612305,61,795,further,more distant,116,doll,toy,90, toy,demonstration_10_label_token
first_label_token,synonym,train,activation,-0.8070482015609741,-3.1465601921081543,62,718,war,conflict,532,time,moment,92, moment,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.583906650543213,1.5752179622650146,63,1350,conquer,overcome,359,sole,unique,91, unique,demonstration_10_label_token
first_label_token,synonym,train,activation,-3.2461607456207275,0.2776050567626953,64,1198,burn,ignite,34,powerless,weak,89, weak,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.09607994556427,-5.311710357666016,65,1097,armed,weaponized,1068,apparel,clothing,88, clothing,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.8385672569274902,-1.1067701578140259,66,664,lock,secure,509,dual,double,89, double,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.5880409479141235,1.3177905082702637,67,1725,hoop,ring,1989,celestial,heavenly,90, heavenly,demonstration_10_label_token
first_label_token,synonym,train,activation,-5.700286865234375,6.901933670043945,68,1083,review,evaluate,874,extreme,intense,88, intense,demonstration_10_label_token
first_label_token,synonym,train,activation,-0.8964357376098633,-7.23574686050415,69,1735,feral,wild,1999,plat,map,89, map,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.8449463844299316,9.846087455749512,70,1036,country,nation,168,unnamed,anonymous,89, anonymous,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.231403112411499,-5.506138801574707,71,18,thesis,dissertation,1070,visual,graphic,91, graphic,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.29788875579834,-0.3979170322418213,72,702,dispute,argument,653,hood,neighborhood,88, neighborhood,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.9917434453964233,-3.2648003101348877,73,1838,reach,attain,59,net,web,90, web,demonstration_10_label_token
first_label_token,synonym,train,activation,-4.114550590515137,-3.202699661254883,74,781,diet,nutrition plan,22,question,inquiry,88, inquiry,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.2731212377548218,2.487928867340088,75,234,portray,depict,1412,infectious,contagious,88, contagious,demonstration_10_label_token
first_label_token,synonym,train,activation,-3.896057367324829,1.7617080211639404,76,586,kernel,core,48,leaf,foliage,89, foliage,demonstration_10_label_token
first_label_token,synonym,train,activation,-3.162682056427002,-4.129782676696777,77,1783,accident,mishap,478,drift,float,89, float,demonstration_10_label_token
first_label_token,synonym,train,activation,-3.326133966445923,-6.917427062988281,78,1021,satisfactory,acceptable,737,gown,dress,89, dress,demonstration_10_label_token
first_label_token,synonym,train,activation,0.7116280794143677,-5.804479598999023,79,873,fold,crease,138,treasurer,custodian,91, custod,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.3798460960388184,5.313355922698975,80,1544,infer,deduce,1111,damaging,destructive,89, destructive,demonstration_10_label_token
first_label_token,synonym,train,activation,-3.3440048694610596,-1.9154034852981567,81,761,regulate,control,1842,suppress,repress,93, rep,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.5037617683410645,-5.523494720458984,82,351,acceptable,agreeable,471,compact,small,89, small,demonstration_10_label_token
first_label_token,synonym,train,activation,-0.6376014947891235,-2.577622175216675,83,1676,endless,infinite,280,morality,ethics,90, ethics,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.046506404876709,-3.0907230377197266,84,962,insightful,perceptive,458,edition,version,92, version,demonstration_10_label_token
first_label_token,synonym,train,activation,-3.2970426082611084,1.7536182403564453,85,814,delicate,fragile,1625,counterpart,equivalent,88, equivalent,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.0067834854125977,-4.489185333251953,86,1288,extraordinary,remarkable,240,have,possess,88, possess,demonstration_10_label_token
first_label_token,synonym,train,activation,-3.538027763366699,1.5870628356933594,87,853,readable,legible,858,man,gentleman,90, gentleman,demonstration_10_label_token
first_label_token,synonym,train,activation,-0.2357022762298584,-6.5391950607299805,88,1542,theme,topic,1799,compress,condense,89, cond,demonstration_10_label_token
first_label_token,synonym,train,activation,-3.6329712867736816,1.7048852443695068,89,866,continual,constant,570,various,diverse,90, diverse,demonstration_10_label_token
first_label_token,synonym,train,activation,-3.7193915843963623,6.450081825256348,90,103,inn,hotel,1613,remaining,leftover,90, leftover,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.589756965637207,-6.433831214904785,91,1598,school,education,865,novel,book,91, book,demonstration_10_label_token
first_label_token,synonym,train,activation,-4.010468006134033,2.3478126525878906,92,1741,other,alternative,1201,exact,precise,89, precise,demonstration_10_label_token
first_label_token,synonym,train,activation,-0.7728097438812256,-7.839277267456055,93,1807,bond,connection,709,scar,wound,90, wound,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.742584228515625,-5.5553741455078125,94,1355,failure,defeat,29,prefer,favor,89, favor,demonstration_10_label_token
first_label_token,synonym,train,activation,-0.8464089632034302,-3.698444366455078,95,1781,case,scenario,759,affect,influence,90, influence,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.9086458683013916,3.2491626739501953,96,835,abrupt,sudden,1132,tranquil,peaceful,89, peaceful,demonstration_10_label_token
first_label_token,synonym,train,activation,-4.273102760314941,2.375276803970337,97,1364,pack,bundle,31,classic,traditional,89, traditional,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.8392071723937988,-3.5263612270355225,98,1469,unlike,different,475,river,stream,90, stream,demonstration_10_label_token
first_label_token,synonym,train,activation,-0.6058675050735474,-5.244788646697998,99,665,romantic,loving,1847,wine,grape juice,90, grape,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.7974579334259033,3.9223172664642334,100,812,seminal,foundational,789,acid,sour,90, sour,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.5726318359375,-6.191386699676514,101,1957,ripe,mature,406,picture,image,89, image,demonstration_10_label_token
first_label_token,synonym,train,activation,-3.499196767807007,10.197042465209961,102,24,lodge,cabin,589,periodic,intermittent,91, intermittent,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.1479432582855225,1.4698987007141113,103,653,hood,neighborhood,1662,mad,angry,90, angry,demonstration_10_label_token
first_label_token,synonym,train,activation,-4.4586992263793945,4.409424304962158,104,1356,dwelling,residence,883,sarcastic,ironic,91, ironic,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.1340709924697876,-6.052385330200195,105,1340,bag,sack,1104,note,memo,90, memo,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.5015769004821777,-4.648961544036865,106,765,alone,solitary,649,overflow,spill over,88, spill,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.7083795070648193,-0.057050228118896484,107,629,apply,utilize,1395,brass,copper,93, copper,demonstration_10_label_token
first_label_token,synonym,train,activation,0.12999701499938965,-5.637593746185303,108,1059,obvious,clear,416,stray,wander,92, wander,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.564342737197876,-3.8950886726379395,109,203,passion,enthusiasm,1707,house,home,90, home,demonstration_10_label_token
first_label_token,synonym,train,activation,-3.0955772399902344,-2.599673271179199,110,506,wasteful,extravagant,1228,tender,gentle,91, gentle,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.7650072574615479,-1.471019983291626,111,706,oppress,suppress,1790,whole,complete,88, complete,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.619825601577759,-1.7274137735366821,112,2,strong,powerful,993,inflict,impose,92, impose,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.7466182708740234,-0.653368353843689,113,1427,tolerate,endure,1370,prime,primary,90, primary,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.483252763748169,-3.8359923362731934,114,569,dead,deceased,1355,failure,defeat,89, defeat,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.778486490249634,-3.863542079925537,115,1460,possession,ownership,852,hop,jump,88, jump,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.0423604249954224,-5.021673679351807,116,1770,empty,vacant,1407,closed,shut,89, shut,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.057138204574585,-1.4368284940719604,117,424,mail,post,955,word,term,90, term,demonstration_10_label_token
first_label_token,synonym,train,activation,-4.294422149658203,23.31131362915039,118,1912,decay,deteriorate,1004,north,south,91, south,demonstration_10_label_token
first_label_token,synonym,train,activation,-2.4449501037597656,0.015377283096313477,119,1283,fun,enjoyable,1338,scandal,controversy,89, controversy,demonstration_10_label_token
first_label_token,synonym,train,activation,-0.8679227828979492,-5.2456440925598145,120,587,tracking,monitoring,709,scar,wound,91, wound,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.942899465560913,-6.777089595794678,121,1263,pollution,contamination,1993,construct,build,92, build,demonstration_10_label_token
first_label_token,synonym,train,activation,-1.557868480682373,0.7332445383071899,122,1461,object,thing,1085,bizarre,strange,90, strange,demonstration_10_label_token
